member_id,age,gender,city,signup_channel,plan_type,engagement_level,join_date,cancel_date
1037,25,female,Curitiba,referral,monthly,low,2023-08-24,2024-01-15
1038,34,female,Florianópolis,google_ads,monthly,medium,2020-03-04,2023-02-07
1039,22,female,Curitiba,organic,annual,medium,2020-08-28,
1040,43,female,Florianópolis,google_ads,monthly,medium,2018-02-23,
1041,24,female,São Paulo,organic,monthly,low,2018-12-22,2019-06-18
1042,25,male,Recife,organic,monthly,high,2023-12-25,
1043,36,male,Rio de Janeiro,google_ads,monthly,low,2021-04-14,2023-11-23
1044,26,female,Curitiba,organic,quarterly,medium,2023-06-24,2024-12-06
1045,33,female,Rio de Janeiro,walk_in,quarterly,low,2022-05-05,
1046,47,female,Rio de Janeiro,referral,monthly,medium,2022-01-03,2022-05-29
1047,24,male,Rio de Janeiro,instagram_ads,monthly,high,2021-10-16,
1048,54,male,Curitiba,organic,monthly,high,2023-05-30,2024-04-29
1049,19,male,Rio de Janeiro,organic,quarterly,high,2023-08-19,
1050,33,female,Curitiba,google_ads,monthly,low,2019-05-12,
1051,19,male,Curitiba,google_ads,monthly,medium,2018-11-06,2021-03-25
1052,36,male,Recife,google_ads,quarterly,high,2024-11-16,
1053,27,female,Florianópolis,walk_in,quarterly,high,2018-07-06,2024-04-06
1054,36,female,Rio de Janeiro,referral,monthly,medium,2024-10-21,
1055,35,male,Recife,referral,monthly,medium,2023-11-23,
1056,24,female,Rio de Janeiro,google_ads,monthly,low,2021-07-07,2022-03-29
1057,21,female,São Paulo,walk_in,quarterly,high,2022-11-14,2024-03-03
1058,42,male,Recife,referral,monthly,medium,2019-12-25,
1059,64,female,Curitiba,walk_in,monthly,medium,2020-06-12,2023-05-24
1060,20,male,Porto Alegre,organic,annual,low,2021-01-05,
1061,19,male,Rio de Janeiro,organic,monthly,high,2019-02-27,2019-10-10
1062,41,female,São Paulo,organic,monthly,low,2020-01-27,2022-12-13
1063,18,female,Curitiba,google_ads,quarterly,high,2020-12-12,
1064,28,male,Rio de Janeiro,google_ads,monthly,medium,2018-05-06,
1065,23,male,São Paulo,google_ads,monthly,low,2023-10-27,
1066,55,male,Rio de Janeiro,organic,annual,medium,2023-03-21,
1067,31,female,Curitiba,instagram_ads,monthly,medium,2020-12-19,
1068,41,male,Rio de Janeiro,google_ads,monthly,medium,2024-05-24,2024-11-04
1069,29,female,Curitiba,google_ads,monthly,medium,2021-03-10,
1070,23,male,Recife,instagram_ads,monthly,medium,2019-02-13,
1071,24,female,Curitiba,google_ads,quarterly,high,2023-12-03,2024-12-23
1072,32,male,Recife,instagram_ads,quarterly,low,2019-10-27,2020-06-23
1073,23,male,Porto Alegre,google_ads,quarterly,high,2024-07-02,
1074,32,male,Rio de Janeiro,referral,monthly,low,2018-08-09,2019-12-16
1075,20,female,Porto Alegre,organic,monthly,low,2019-05-15,
1076,43,female,Recife,walk_in,monthly,medium,2019-10-25,
1077,24,female,Porto Alegre,organic,quarterly,low,2024-07-20,2024-11-07
1078,23,female,Florianópolis,google_ads,quarterly,medium,2021-11-07,
1079,20,female,Porto Alegre,organic,monthly,medium,2018-06-21,
1080,18,male,Florianópolis,instagram_ads,annual,medium,2022-08-30,
1081,25,female,Recife,instagram_ads,quarterly,medium,2023-08-28,2024-07-15
1082,30,male,Porto Alegre,organic,monthly,medium,2023-12-24,
1083,19,female,Recife,google_ads,monthly,high,2020-10-07,
1084,20,male,São Paulo,instagram_ads,quarterly,medium,2022-01-23,2024-07-14
1085,42,female,Rio de Janeiro,organic,quarterly,medium,2022-09-18,2023-11-16
1086,25,female,São Paulo,walk_in,annual,low,2021-05-05,
1087,30,female,Rio de Janeiro,instagram_ads,monthly,medium,2023-01-26,
1088,30,male,Curitiba,referral,monthly,low,2023-05-28,2023-08-26
1089,60,female,Porto Alegre,google_ads,monthly,medium,2021-06-12,2022-05-30
1090,35,male,São Paulo,organic,monthly,low,2020-07-30,
1091,28,male,Recife,referral,monthly,low,2022-08-11,2023-02-27
1092,18,male,Recife,organic,quarterly,medium,2023-08-30,
1093,22,male,Rio de Janeiro,instagram_ads,quarterly,medium,2018-08-30,
1094,57,male,São Paulo,walk_in,monthly,high,2019-07-06,
1095,23,male,Porto Alegre,organic,quarterly,medium,2020-02-26,
1096,24,female,Recife,organic,monthly,high,2024-11-24,
1097,24,male,Curitiba,organic,quarterly,medium,2024-01-01,
1098,32,male,Rio de Janeiro,organic,quarterly,medium,2020-03-07,
1099,20,male,Curitiba,instagram_ads,quarterly,high,2018-03-01,
1100,30,male,Curitiba,referral,monthly,medium,2019-06-30,2024-11-04
1101,64,male,São Paulo,referral,quarterly,medium,2019-04-09,
1102,33,male,Recife,google_ads,monthly,low,2019-12-10,
1103,25,female,Recife,referral,monthly,medium,2018-06-06,2023-01-21
1104,28,female,Rio de Janeiro,instagram_ads,annual,medium,2023-02-20,
1105,43,female,Curitiba,organic,monthly,medium,2020-04-06,2023-02-21
1106,29,female,Florianópolis,organic,quarterly,low,2020-08-12,
1107,35,female,Florianópolis,google_ads,monthly,low,2024-11-22,
1108,23,female,Recife,instagram_ads,quarterly,medium,2023-04-28,
1109,23,female,Recife,google_ads,monthly,medium,2022-03-30,
1110,43,male,Florianópolis,google_ads,annual,low,2022-01-10,2022-12-06
1111,21,male,São Paulo,organic,monthly,medium,2021-08-03,2022-08-20
1112,33,female,Curitiba,referral,monthly,high,2021-02-16,2023-05-09
1113,31,male,Florianópolis,google_ads,monthly,medium,2020-02-01,2021-05-09
1114,30,male,Curitiba,google_ads,annual,high,2023-11-22,
1115,35,female,Curitiba,organic,quarterly,high,2024-08-06,
1116,20,male,São Paulo,organic,monthly,medium,2024-02-10,2024-12-15
1117,53,female,Rio de Janeiro,organic,monthly,low,2024-11-07,
1118,33,male,Curitiba,organic,monthly,medium,2020-08-18,
1119,65,female,São Paulo,google_ads,annual,medium,2021-03-22,
1120,36,male,Rio de Janeiro,walk_in,monthly,low,2020-11-30,
1121,37,male,Rio de Janeiro,google_ads,annual,low,2018-08-25,2019-09-01
1122,43,male,Recife,organic,monthly,high,2023-09-27,2024-11-03
1123,61,male,Rio de Janeiro,referral,quarterly,medium,2024-05-09,
1124,29,male,Rio de Janeiro,organic,monthly,high,2019-09-09,2020-07-31
1125,22,male,Curitiba,instagram_ads,annual,medium,2023-01-23,
1126,34,male,São Paulo,organic,quarterly,high,2020-06-02,
1127,25,female,Rio de Janeiro,instagram_ads,monthly,high,2024-04-08,
1128,30,female,Curitiba,organic,quarterly,high,2022-09-24,
1129,25,female,São Paulo,instagram_ads,quarterly,medium,2024-03-05,2024-12-23
1130,60,male,Curitiba,google_ads,quarterly,medium,2020-08-18,
1131,39,male,Curitiba,referral,quarterly,high,2018-12-28,
1132,28,female,São Paulo,referral,monthly,high,2020-08-02,
1133,33,male,Porto Alegre,organic,annual,low,2019-11-27,
1134,21,female,Curitiba,google_ads,monthly,low,2018-02-27,2021-01-18
1135,35,male,Florianópolis,instagram_ads,quarterly,low,2022-10-15,2024-09-02
1136,29,female,Recife,google_ads,annual,medium,2018-10-01,2022-02-08
1137,42,male,Rio de Janeiro,organic,monthly,low,2023-04-05,2023-08-27
1138,30,female,Recife,organic,monthly,low,2019-04-27,2023-04-23
1139,22,male,Rio de Janeiro,organic,monthly,high,2023-12-24,
1140,29,female,Porto Alegre,walk_in,annual,medium,2020-06-12,
1141,61,female,São Paulo,organic,monthly,low,2024-04-27,2024-11-04
1142,31,female,Rio de Janeiro,google_ads,annual,high,2024-01-21,
1143,21,female,São Paulo,organic,monthly,low,2021-02-21,2024-10-20
1144,32,male,Porto Alegre,organic,monthly,high,2023-10-15,
1145,23,female,Recife,instagram_ads,monthly,low,2021-08-15,
1146,57,female,São Paulo,referral,monthly,low,2023-10-27,
1147,30,male,Rio de Janeiro,google_ads,monthly,low,2021-02-05,2022-09-04
1148,39,male,São Paulo,instagram_ads,quarterly,high,2021-10-03,
1149,19,male,Recife,instagram_ads,annual,high,2019-12-10,
1150,20,male,São Paulo,instagram_ads,quarterly,low,2020-02-22,2022-09-13
1151,37,female,Curitiba,referral,monthly,high,2020-09-03,
1152,33,male,Recife,organic,monthly,low,2024-04-12,
1153,26,female,Rio de Janeiro,referral,annual,low,2022-08-29,
1154,40,female,Porto Alegre,referral,monthly,low,2019-10-26,
1155,23,female,Rio de Janeiro,organic,monthly,medium,2022-01-22,
1156,34,male,Florianópolis,organic,monthly,low,2019-06-22,
1157,37,male,São Paulo,instagram_ads,monthly,low,2024-08-27,2024-12-21
1158,26,female,Porto Alegre,walk_in,quarterly,high,2021-05-05,2023-07-04
1159,27,female,Rio de Janeiro,referral,annual,high,2022-06-27,2023-02-07
1160,60,male,Porto Alegre,organic,annual,medium,2021-06-29,
1161,36,male,Curitiba,referral,monthly,high,2022-03-17,
1162,38,male,Curitiba,instagram_ads,quarterly,medium,2022-08-16,2024-01-02
1163,28,male,Florianópolis,referral,monthly,low,2022-04-26,2024-03-23
1164,23,male,Curitiba,instagram_ads,monthly,low,2022-10-05,2024-03-07
1165,44,female,Porto Alegre,google_ads,monthly,medium,2021-03-27,
1166,20,female,Rio de Janeiro,google_ads,monthly,medium,2019-03-22,2024-05-25
1167,58,female,Florianópolis,organic,monthly,medium,2020-11-30,2021-08-28
1168,63,female,Recife,organic,monthly,medium,2019-07-06,
1169,27,male,Recife,instagram_ads,monthly,medium,2021-03-27,
1170,28,female,Curitiba,google_ads,monthly,low,2019-05-26,2022-01-11
1171,64,male,Porto Alegre,google_ads,monthly,high,2023-10-29,
1172,63,male,Curitiba,referral,annual,high,2018-05-21,
1173,50,male,Curitiba,referral,monthly,high,2020-03-16,2023-04-22
1174,38,female,Curitiba,organic,monthly,low,2023-05-28,2023-09-23
1175,20,female,Florianópolis,referral,quarterly,low,2019-12-22,
1176,18,male,Florianópolis,referral,quarterly,low,2024-06-12,2024-08-27
1177,19,male,Porto Alegre,google_ads,quarterly,medium,2018-06-12,2023-04-19
1178,42,male,Florianópolis,instagram_ads,quarterly,medium,2021-07-27,
1179,39,female,São Paulo,walk_in,annual,high,2022-04-17,
1180,22,female,Porto Alegre,referral,monthly,high,2018-12-11,
1181,40,female,Curitiba,referral,monthly,low,2023-04-26,2024-06-25
1182,39,male,Porto Alegre,organic,annual,medium,2019-09-09,
1183,30,female,São Paulo,organic,annual,low,2020-09-23,
1184,27,male,Curitiba,instagram_ads,monthly,medium,2024-03-24,
1185,23,female,Curitiba,google_ads,monthly,medium,2023-04-19,2024-02-08
1186,19,female,Porto Alegre,organic,quarterly,medium,2020-02-01,
1187,18,female,Florianópolis,organic,monthly,medium,2019-09-25,
1188,36,female,Florianópolis,walk_in,annual,low,2023-06-15,
1189,26,male,Curitiba,organic,monthly,high,2024-02-06,
1190,18,male,São Paulo,organic,monthly,low,2023-03-17,
1191,28,male,Porto Alegre,google_ads,monthly,medium,2022-06-04,
1192,34,female,Curitiba,google_ads,quarterly,medium,2024-09-29,2024-12-16
1193,21,female,Recife,organic,quarterly,high,2020-12-28,
1194,60,female,Porto Alegre,google_ads,monthly,high,2022-05-29,
1195,61,male,Curitiba,walk_in,monthly,high,2020-08-08,
1196,22,male,Florianópolis,instagram_ads,quarterly,high,2021-07-28,2024-12-08
1197,24,male,Florianópolis,organic,annual,low,2020-01-10,
1198,25,female,Recife,organic,quarterly,medium,2019-09-17,2023-05-12
1199,42,male,Porto Alegre,instagram_ads,quarterly,medium,2020-06-16,
1200,54,female,Curitiba,organic,monthly,low,2023-12-22,2024-10-23
1201,24,male,Florianópolis,referral,monthly,low,2018-12-10,
1202,32,female,Rio de Janeiro,instagram_ads,monthly,medium,2021-06-30,
1203,28,male,Recife,referral,monthly,high,2020-09-19,
1204,18,female,Rio de Janeiro,google_ads,monthly,medium,2019-09-06,2020-11-01
1205,60,female,Porto Alegre,instagram_ads,monthly,high,2023-06-11,
1206,42,female,Porto Alegre,organic,quarterly,low,2024-12-25,
1207,23,male,Recife,walk_in,quarterly,high,2021-01-19,
1208,33,female,São Paulo,walk_in,quarterly,low,2023-10-28,
1209,21,male,Curitiba,referral,monthly,medium,2018-10-03,2019-05-17
1210,41,male,Curitiba,organic,monthly,medium,2023-06-16,2024-10-29
1211,19,male,Porto Alegre,google_ads,monthly,medium,2020-09-25,
1212,26,female,Curitiba,instagram_ads,monthly,high,2019-12-22,
1213,34,male,Curitiba,google_ads,monthly,high,2022-04-15,
1214,36,female,Porto Alegre,organic,monthly,high,2022-11-18,2024-05-04
1215,23,male,Porto Alegre,google_ads,monthly,medium,2023-05-17,
1216,26,female,Florianópolis,referral,monthly,medium,2021-07-23,
1217,40,male,Florianópolis,instagram_ads,quarterly,low,2019-07-06,
1218,61,female,São Paulo,google_ads,monthly,high,2024-07-09,
1219,22,female,Rio de Janeiro,instagram_ads,monthly,medium,2022-12-26,
1220,34,female,Recife,organic,quarterly,high,2021-01-02,
1221,23,female,Recife,organic,monthly,high,2020-05-29,
1222,32,male,Recife,organic,monthly,high,2024-10-09,
1223,35,male,Florianópolis,organic,monthly,low,2024-05-07,2024-08-25
1224,21,female,Rio de Janeiro,organic,annual,high,2022-11-10,
1225,41,male,Porto Alegre,instagram_ads,quarterly,medium,2019-11-23,2022-04-13
1226,23,female,São Paulo,instagram_ads,quarterly,low,2024-07-22,2024-11-23
1227,29,male,Florianópolis,instagram_ads,monthly,medium,2018-10-04,
1228,29,male,São Paulo,organic,monthly,high,2021-10-25,
1229,40,female,Porto Alegre,instagram_ads,monthly,low,2020-02-12,2024-11-13
1230,28,female,Florianópolis,organic,monthly,low,2022-06-04,2023-10-23
1231,50,male,Recife,instagram_ads,monthly,high,2022-04-07,
1232,40,female,Porto Alegre,instagram_ads,monthly,high,2019-01-16,
1233,50,male,São Paulo,google_ads,quarterly,low,2019-09-21,
1234,24,male,Rio de Janeiro,organic,quarterly,low,2024-02-11,2024-07-24
1235,20,female,Curitiba,organic,monthly,medium,2020-02-14,
1236,26,female,Rio de Janeiro,google_ads,monthly,low,2019-06-05,2020-09-02
1237,45,male,São Paulo,organic,quarterly,low,2022-12-21,
1238,30,female,Rio de Janeiro,walk_in,monthly,high,2022-02-15,
1239,33,male,Florianópolis,referral,monthly,high,2020-02-09,
1240,49,male,Rio de Janeiro,instagram_ads,annual,medium,2021-11-22,2022-06-06
1241,39,male,Curitiba,google_ads,monthly,high,2019-03-14,
1242,44,male,Florianópolis,organic,monthly,high,2023-09-15,
1243,47,female,Florianópolis,instagram_ads,monthly,medium,2023-06-26,
1244,25,female,Rio de Janeiro,instagram_ads,monthly,medium,2024-09-23,
1245,32,female,Rio de Janeiro,referral,quarterly,medium,2022-03-13,2023-05-02
1246,50,male,Curitiba,organic,monthly,medium,2020-06-23,
1247,19,female,Curitiba,instagram_ads,monthly,low,2022-10-18,2024-02-24
1248,25,male,Florianópolis,organic,annual,high,2020-07-19,
1249,57,male,São Paulo,google_ads,quarterly,medium,2021-08-17,2022-04-08
1250,35,female,Porto Alegre,walk_in,monthly,low,2022-08-12,2023-09-19
1251,33,female,Curitiba,instagram_ads,annual,low,2023-12-16,2024-03-10
1252,24,female,Porto Alegre,instagram_ads,monthly,medium,2023-09-13,
1253,23,female,São Paulo,instagram_ads,quarterly,medium,2019-05-09,
1254,28,male,Recife,referral,quarterly,high,2021-04-13,
1255,27,male,Rio de Janeiro,organic,monthly,low,2021-08-22,
1256,46,female,São Paulo,organic,quarterly,high,2022-02-15,
1257,27,male,Curitiba,organic,quarterly,low,2023-05-23,2024-07-11
1258,32,female,Rio de Janeiro,walk_in,monthly,medium,2024-06-03,
1259,25,female,Florianópolis,organic,monthly,high,2018-09-09,2023-04-23
1260,28,female,Porto Alegre,organic,annual,medium,2023-05-23,2024-06-18
1261,21,male,Florianópolis,instagram_ads,monthly,high,2020-02-13,
1262,49,male,Porto Alegre,organic,monthly,medium,2022-04-24,
1263,43,male,Florianópolis,walk_in,monthly,medium,2018-05-11,
1264,32,female,São Paulo,organic,monthly,low,2022-11-05,2023-06-11
1265,54,male,Rio de Janeiro,referral,monthly,low,2019-09-02,
1266,45,female,Porto Alegre,instagram_ads,annual,high,2018-01-28,
1267,28,female,Florianópolis,organic,monthly,medium,2018-09-14,
1268,19,female,Recife,organic,quarterly,low,2018-01-04,2020-12-14
1269,54,male,Florianópolis,walk_in,quarterly,high,2019-12-23,
1270,58,female,Florianópolis,instagram_ads,monthly,medium,2018-11-15,
1271,27,female,Recife,organic,monthly,low,2023-03-14,
1272,44,female,Recife,instagram_ads,quarterly,high,2023-01-03,
1273,19,male,São Paulo,organic,quarterly,low,2019-11-06,2024-03-29
1274,29,male,Florianópolis,google_ads,monthly,medium,2018-01-01,2020-01-17
1275,39,male,Porto Alegre,instagram_ads,quarterly,low,2021-02-15,2023-03-05
1276,56,male,Porto Alegre,organic,monthly,medium,2018-10-31,2024-01-20
1277,63,male,Porto Alegre,google_ads,annual,high,2020-07-24,
1278,28,female,Porto Alegre,google_ads,monthly,medium,2022-09-27,2024-10-27
1279,31,female,Recife,instagram_ads,monthly,high,2018-07-08,2020-01-15
1280,21,male,São Paulo,instagram_ads,quarterly,medium,2020-05-23,2021-03-04
1281,26,male,Recife,google_ads,monthly,medium,2021-08-16,
1282,60,female,Rio de Janeiro,organic,quarterly,low,2023-01-02,2023-04-05
1283,27,female,Rio de Janeiro,organic,monthly,high,2020-07-19,2024-12-25
1284,28,female,Porto Alegre,walk_in,quarterly,medium,2023-07-27,
1285,36,male,Curitiba,google_ads,quarterly,high,2024-04-07,
1286,26,male,Florianópolis,referral,monthly,low,2020-08-23,2021-07-01
1287,32,female,Recife,organic,monthly,low,2018-07-27,2022-07-17
1288,29,female,Curitiba,instagram_ads,monthly,medium,2023-03-30,
1289,35,male,Curitiba,organic,monthly,medium,2020-04-01,
1290,25,male,Recife,referral,monthly,medium,2018-11-18,
1291,57,male,Curitiba,organic,monthly,high,2020-05-07,
1292,21,female,São Paulo,organic,quarterly,low,2023-07-17,
1293,41,female,Rio de Janeiro,referral,monthly,low,2018-12-08,
1294,34,male,Rio de Janeiro,organic,monthly,low,2024-05-23,
1295,45,male,Curitiba,organic,quarterly,medium,2024-05-08,
1296,27,female,Rio de Janeiro,organic,quarterly,low,2022-01-11,2023-09-05
1297,55,male,Rio de Janeiro,google_ads,quarterly,high,2018-01-09,
1298,43,female,Florianópolis,google_ads,monthly,medium,2023-06-03,2024-10-28
1299,30,male,Rio de Janeiro,referral,monthly,high,2019-09-30,
1300,45,male,Recife,organic,monthly,medium,2018-03-06,2019-03-31
1301,31,male,Florianópolis,organic,annual,high,2020-12-12,
1302,25,female,Florianópolis,organic,monthly,medium,2022-04-17,
1303,24,male,São Paulo,walk_in,monthly,medium,2021-08-30,
1304,50,male,São Paulo,walk_in,monthly,low,2018-12-01,2023-10-09
1305,36,female,Recife,referral,monthly,medium,2019-11-21,
1306,20,male,São Paulo,organic,monthly,low,2021-11-21,2024-07-17
1307,21,male,Recife,walk_in,quarterly,high,2020-12-23,
1308,28,male,Porto Alegre,referral,monthly,medium,2020-01-20,2024-12-23
1309,20,male,Florianópolis,referral,monthly,low,2023-05-16,
1310,21,female,Porto Alegre,referral,annual,high,2023-01-08,
1311,31,male,Porto Alegre,walk_in,monthly,high,2021-02-23,
1312,27,female,Rio de Janeiro,referral,quarterly,medium,2019-09-12,2021-08-30
1313,63,female,Porto Alegre,walk_in,quarterly,medium,2021-12-07,
1314,25,male,Florianópolis,instagram_ads,quarterly,low,2022-12-11,2024-11-05
1315,62,female,São Paulo,organic,quarterly,high,2020-05-23,
1316,65,male,Porto Alegre,organic,quarterly,low,2020-11-21,
1317,30,male,Rio de Janeiro,google_ads,monthly,low,2022-10-07,2022-12-20
1318,25,female,Florianópolis,organic,annual,high,2023-03-10,2024-11-09
1319,20,female,Rio de Janeiro,organic,annual,low,2022-03-27,2023-01-31
1320,44,male,Rio de Janeiro,google_ads,monthly,high,2021-08-08,
1321,28,female,Curitiba,referral,annual,high,2022-01-19,
1322,61,female,São Paulo,instagram_ads,annual,low,2021-07-29,2023-08-06
1323,39,male,Recife,instagram_ads,monthly,high,2018-06-13,2019-12-20
1324,25,male,Recife,referral,quarterly,high,2018-12-09,2020-02-09
1325,45,female,Rio de Janeiro,google_ads,quarterly,high,2023-11-16,
1326,37,female,Recife,walk_in,monthly,high,2021-03-26,2024-09-15
1327,19,female,Recife,organic,monthly,medium,2022-02-02,
1328,19,male,Recife,google_ads,monthly,high,2021-02-28,2024-06-18
1329,27,female,Porto Alegre,instagram_ads,monthly,medium,2018-02-07,
1330,41,female,Florianópolis,walk_in,monthly,high,2020-12-24,
1331,21,female,São Paulo,organic,monthly,low,2020-06-12,
1332,32,female,Recife,walk_in,monthly,low,2024-04-24,
1333,63,female,Rio de Janeiro,organic,monthly,high,2019-09-13,
1334,18,female,Florianópolis,instagram_ads,annual,medium,2023-01-03,
1335,20,female,Curitiba,organic,monthly,medium,2021-06-20,
1336,33,male,Rio de Janeiro,google_ads,quarterly,medium,2021-05-23,
1337,49,male,Florianópolis,walk_in,quarterly,medium,2020-01-05,
1338,23,male,Porto Alegre,organic,annual,high,2021-08-16,
1339,19,female,Florianópolis,walk_in,monthly,low,2020-12-02,2023-06-10
1340,29,female,Porto Alegre,instagram_ads,monthly,high,2024-03-25,
1341,45,male,Recife,referral,monthly,medium,2021-08-28,2022-11-30
1342,41,male,Florianópolis,google_ads,monthly,medium,2018-08-11,
1343,41,male,São Paulo,organic,quarterly,high,2024-12-21,
1344,23,male,Curitiba,referral,monthly,high,2018-06-13,2024-04-29
1345,23,female,São Paulo,walk_in,annual,medium,2018-04-11,
1346,54,male,Curitiba,organic,annual,high,2022-01-16,
1347,32,male,Rio de Janeiro,instagram_ads,annual,medium,2022-11-20,2024-12-14
1348,46,female,São Paulo,instagram_ads,monthly,high,2023-10-05,
1349,25,female,Recife,organic,quarterly,medium,2019-08-23,
1350,22,male,Curitiba,organic,quarterly,medium,2023-02-19,2024-04-17
1351,25,female,Rio de Janeiro,instagram_ads,monthly,low,2022-04-03,2022-07-12
1352,45,male,Florianópolis,instagram_ads,monthly,high,2020-06-11,
1353,62,male,Porto Alegre,referral,quarterly,medium,2024-04-01,2024-08-28
1354,18,female,Porto Alegre,google_ads,quarterly,high,2023-10-19,
1355,42,male,Recife,organic,annual,high,2019-04-22,
1356,28,female,São Paulo,google_ads,monthly,medium,2023-09-06,
1357,35,male,Florianópolis,walk_in,monthly,low,2018-09-23,2019-10-19
1358,32,male,Florianópolis,referral,monthly,low,2023-11-17,
1359,42,female,São Paulo,organic,quarterly,high,2020-12-22,
1360,43,male,Florianópolis,google_ads,monthly,medium,2024-09-27,
1361,65,female,Florianópolis,organic,monthly,high,2024-11-20,
1362,27,male,Recife,walk_in,annual,high,2019-01-17,
1363,24,male,São Paulo,instagram_ads,monthly,high,2019-12-29,
1364,51,female,Curitiba,referral,monthly,low,2024-10-25,2024-12-31
1365,22,female,São Paulo,referral,monthly,low,2019-02-06,2022-12-20
1366,44,female,São Paulo,referral,monthly,low,2023-02-09,
1367,25,female,Recife,organic,monthly,high,2019-06-22,
1368,30,male,Florianópolis,instagram_ads,monthly,medium,2020-06-02,2024-01-11
1369,41,male,Curitiba,google_ads,monthly,low,2020-02-15,2024-10-05
1370,43,male,Curitiba,instagram_ads,monthly,high,2023-04-26,2024-12-14
1371,29,female,São Paulo,organic,monthly,medium,2019-09-16,2023-08-31
1372,58,male,Florianópolis,google_ads,monthly,high,2023-12-24,2024-10-25
1373,28,female,Rio de Janeiro,instagram_ads,monthly,medium,2024-12-16,
1374,38,male,São Paulo,instagram_ads,monthly,medium,2024-03-29,2024-09-15
1375,29,female,Florianópolis,instagram_ads,annual,high,2022-06-06,
1376,30,male,Florianópolis,walk_in,annual,high,2023-04-23,
1377,19,male,Rio de Janeiro,instagram_ads,monthly,high,2019-07-29,
1378,57,male,Florianópolis,instagram_ads,quarterly,high,2020-04-27,
1379,20,male,Curitiba,organic,quarterly,medium,2021-03-11,
1380,20,female,Recife,google_ads,monthly,low,2024-08-13,2024-10-22
1381,28,male,Rio de Janeiro,organic,annual,high,2023-12-29,
1382,38,male,Curitiba,google_ads,monthly,medium,2019-12-01,
1383,36,female,Rio de Janeiro,google_ads,annual,high,2022-08-13,
1384,44,male,Porto Alegre,google_ads,monthly,low,2023-07-18,
1385,20,female,Florianópolis,instagram_ads,quarterly,low,2024-04-08,
1386,43,female,Rio de Janeiro,organic,monthly,low,2018-12-27,
1387,24,male,Porto Alegre,organic,monthly,low,2022-10-04,2023-12-08
1388,41,female,Rio de Janeiro,organic,monthly,medium,2023-03-25,2024-12-27
1389,22,male,Curitiba,instagram_ads,monthly,medium,2023-11-13,
1390,21,male,Recife,organic,monthly,low,2018-09-29,2019-07-25
1391,41,female,Porto Alegre,instagram_ads,monthly,low,2019-08-03,2021-06-16
1392,23,male,Rio de Janeiro,google_ads,monthly,medium,2021-11-19,
1393,42,female,Rio de Janeiro,organic,monthly,medium,2024-10-03,
1394,50,male,Porto Alegre,instagram_ads,monthly,medium,2023-07-30,
1395,22,female,São Paulo,instagram_ads,monthly,high,2021-09-02,
1396,30,male,São Paulo,google_ads,quarterly,high,2019-07-15,
1397,32,female,Rio de Janeiro,google_ads,monthly,high,2021-02-21,
1398,22,male,Curitiba,organic,monthly,high,2020-07-12,
1399,32,female,Rio de Janeiro,instagram_ads,monthly,high,2019-04-19,
1400,58,male,Rio de Janeiro,google_ads,monthly,high,2018-05-29,
1401,56,female,Rio de Janeiro,instagram_ads,monthly,high,2018-02-23,
1402,23,male,Rio de Janeiro,organic,monthly,medium,2022-06-08,2023-10-20
1403,26,female,Florianópolis,google_ads,quarterly,medium,2022-11-21,2023-09-04
1404,22,male,Porto Alegre,google_ads,annual,high,2023-04-23,2024-05-31
1405,22,female,Porto Alegre,instagram_ads,monthly,low,2020-04-21,2023-09-17
1406,24,female,Florianópolis,referral,quarterly,medium,2022-11-07,
1407,27,female,Florianópolis,organic,monthly,high,2020-10-19,
1408,33,female,Florianópolis,google_ads,quarterly,high,2019-07-23,2019-10-06
1409,40,male,Curitiba,google_ads,monthly,high,2019-05-24,
1410,25,male,Curitiba,organic,quarterly,medium,2019-12-28,
1411,37,male,Recife,instagram_ads,monthly,high,2021-04-22,2024-11-05
1412,26,female,Curitiba,organic,monthly,medium,2019-08-13,
1413,45,male,Florianópolis,organic,quarterly,low,2020-10-30,2022-03-07
1414,28,male,São Paulo,organic,quarterly,medium,2018-08-10,2024-04-30
1415,29,male,São Paulo,walk_in,monthly,medium,2020-10-31,2022-01-16
1416,62,female,Recife,organic,quarterly,low,2021-09-15,
1417,63,female,Porto Alegre,instagram_ads,quarterly,medium,2021-02-20,
1418,41,female,Curitiba,organic,monthly,medium,2021-08-16,
1419,33,female,Porto Alegre,organic,quarterly,medium,2019-06-03,2022-04-22
1420,18,male,Rio de Janeiro,google_ads,monthly,medium,2024-10-09,
1421,46,female,Rio de Janeiro,google_ads,quarterly,medium,2023-12-08,
1422,58,male,Rio de Janeiro,organic,quarterly,high,2020-10-07,
1423,21,female,Curitiba,google_ads,monthly,low,2024-08-02,
1424,40,male,Curitiba,instagram_ads,monthly,high,2018-10-01,
1425,61,male,Recife,organic,monthly,medium,2022-02-03,
1426,22,female,Florianópolis,instagram_ads,quarterly,low,2020-08-30,
1427,32,male,Rio de Janeiro,google_ads,monthly,low,2018-05-31,
1428,19,female,Porto Alegre,instagram_ads,quarterly,medium,2024-12-20,
1429,35,male,Florianópolis,organic,monthly,low,2022-06-18,2023-10-01
1430,29,male,Recife,organic,annual,medium,2024-12-25,
1431,44,female,Porto Alegre,organic,monthly,high,2018-09-27,
1432,22,female,São Paulo,organic,monthly,medium,2019-08-11,
1433,27,male,Curitiba,referral,monthly,medium,2024-04-06,2024-08-19
