clinic_id,visit_date,daily_visits,daily_revenue,unique_pets,unique_customers,revenue_per_visit,day_of_week,month,week_of_year,quarter,is_weekend,lag_1_visits,lag_7_visits,lag_14_visits,lag_30_visits,lag_7_revenue,lag_30_revenue,rolling_7d_visits_mean,rolling_14d_visits_mean,rolling_30d_visits_mean,rolling_7d_visits_std,rolling_30d_visits_std,rolling_7d_revenue_mean,rolling_30d_revenue_mean,demand_trend_7d
C016,2023-01-04,8,816.24,8,8,102.03,2,1,1,1,0,1.0,4.0,4.0,3.0,1330.6200000000001,491.52,5.285714285714286,5.285714285714286,5.233333333333333,2.927700218845597,2.3442274417919786,892.2185714285715,825.224,0.052380952380952195
C016,2023-01-05,5,1187.69,5,5,237.538,3,1,1,1,0,8.0,4.0,8.0,2.0,555.63,233.43,5.857142857142857,5.571428571428571,5.4,3.023715784073816,2.357672727427443,818.7357142857144,836.0480000000001,0.4571428571428564
C016,2023-01-06,4,205.7,4,4,51.425,4,1,1,1,0,5.0,4.0,6.0,6.0,357.53000000000003,2110.2000000000003,6.0,5.357142857142857,5.5,2.9439202887759466,2.2705004765014007,909.0300000000001,867.8566666666667,0.5
C016,2023-01-07,9,566.28,9,9,62.919999999999995,5,1,1,1,1,4.0,9.0,6.0,2.0,1755.72,201.58999999999997,6.0,5.214285714285714,5.433333333333334,2.9439202887759466,2.284631311587286,887.3400000000001,804.3733333333333,0.5666666666666664
C016,2023-01-08,4,1274.16,4,4,318.54,6,1,1,1,1,9.0,6.0,5.0,3.0,1011.01,394.48,6.0,5.428571428571429,5.666666666666667,2.9439202887759466,2.279342514597259,717.4200000000001,816.5296666666667,0.33333333333333304
C016,2023-01-09,4,1291.43,4,4,322.8575,0,1,2,1,0,4.0,9.0,6.0,5.0,1153.6,611.53,5.714285714285714,5.357142857142857,5.7,3.039423504234845,2.246069363623233,755.0128571428573,845.8523333333334,0.014285714285714235
C016,2023-01-10,3,408.88,3,3,136.29333333333332,1,1,2,1,0,4.0,1.0,2.0,7.0,81.42,1587.34,5.0,5.214285714285714,5.666666666666667,2.7080128015453173,2.2641635942681297,774.7028571428574,868.5156666666667,-0.666666666666667
C016,2023-01-11,9,2302.12,9,9,255.7911111111111,2,1,2,1,0,3.0,8.0,4.0,5.0,816.24,246.92,5.285714285714286,5.285714285714286,5.533333333333333,2.2886885410853144,2.300424748386369,821.4828571428573,829.2336666666667,-0.24761904761904763
C016,2023-01-12,4,367.47,4,4,91.8675,3,1,2,1,0,9.0,5.0,4.0,6.0,1187.69,674.9,5.428571428571429,5.642857142857143,5.666666666666667,2.507132682112032,2.3828891958167526,1033.751428571429,897.7403333333333,-0.23809523809523814
C016,2023-01-13,2,273.68,2,2,136.84,4,1,2,1,0,4.0,4.0,4.0,5.0,205.7,1497.37,5.285714285714286,5.642857142857143,5.6,2.56347977784662,2.4011491501735773,916.577142857143,887.4926666666668,-0.31428571428571406
C016,2023-01-14,9,733.88,9,9,81.54222222222222,5,1,2,1,1,2.0,9.0,9.0,6.0,566.28,697.14,5.0,5.5,5.5,2.8284271247461876,2.4879017610054013,926.2885714285716,846.703,-0.5
C016,2023-01-15,2,944.87,2,2,472.435,6,1,2,1,1,9.0,4.0,6.0,7.0,1274.16,1696.3100000000002,5.0,5.5,5.6,2.8284271247461876,2.5677039253535137,950.2314285714289,847.9276666666667,-0.5999999999999996
C016,2023-01-16,7,994.38,7,7,142.05428571428573,0,1,3,1,0,2.0,4.0,9.0,4.0,1291.43,253.76,4.714285714285714,5.214285714285714,5.433333333333334,3.0394235042348443,2.63508598738628,903.1900000000002,822.8796666666668,-0.7190476190476192
C016,2023-01-17,7,1682.5700000000002,7,7,240.36714285714288,1,1,3,1,0,7.0,3.0,1.0,12.0,408.88,1252.14,5.142857142857143,5.071428571428571,5.533333333333333,3.1320159337914926,2.63574020661779,860.754285714286,847.5670000000001,-0.39047619047619
C016,2023-01-18,5,414.19,5,5,82.838,2,1,3,1,0,7.0,9.0,8.0,5.0,2302.12,540.71,5.714285714285714,5.5,5.366666666666666,3.039423504234845,2.3559657706859123,1042.7100000000003,861.9146666666668,0.34761904761904816
C016,2023-01-19,4,466.83000000000004,4,4,116.70750000000001,3,1,3,1,0,5.0,4.0,5.0,5.0,367.47,425.89,5.142857142857143,5.285714285714286,5.366666666666666,2.672612419124241,2.3559657706859123,773.0057142857144,857.6973333333334,-0.22380952380952301
C016,2023-01-20,5,626.63,5,5,125.326,4,1,3,1,0,4.0,2.0,4.0,4.0,273.68,348.08,5.142857142857143,5.214285714285714,5.333333333333333,2.672612419124241,2.3683739996670368,787.2000000000002,859.062,-0.1904761904761898
C016,2023-01-21,8,1290.0,8,8,161.25,5,1,3,1,1,5.0,9.0,9.0,8.0,733.88,641.45,5.571428571428571,5.285714285714286,5.366666666666666,2.2990681342044375,2.3559657706859123,837.6214285714287,868.347,0.20476190476190492
C016,2023-01-22,12,2076.55,12,11,173.04583333333335,6,1,3,1,1,8.0,2.0,4.0,6.0,944.87,907.46,5.428571428571429,5.214285714285714,5.366666666666666,2.070196678027059,2.3559657706859123,917.067142857143,889.9653333333333,0.06190476190476257
C016,2023-01-23,2,120.76,2,2,60.38,0,1,4,1,0,12.0,7.0,4.0,6.0,994.38,414.31,6.857142857142857,5.785714285714286,5.566666666666666,2.6726124191242424,2.6481396636433097,1078.7357142857145,928.9350000000001,1.2904761904761903
C016,2023-01-24,7,679.86,7,7,97.12285714285714,1,1,4,1,0,2.0,7.0,3.0,5.0,1682.5700000000002,1340.83,6.142857142857143,5.642857142857143,5.433333333333334,3.236694374850747,2.7251489466833148,953.9328571428574,919.15,0.7095238095238097
C016,2023-01-25,5,372.79,5,5,74.558,2,1,4,1,0,7.0,5.0,9.0,6.0,414.19,1848.17,6.142857142857143,5.928571428571429,5.5,3.236694374850747,2.7386127875258275,810.6885714285717,897.1176666666668,0.6428571428571432
C016,2023-01-26,3,298.31,3,3,99.43666666666667,3,1,4,1,0,5.0,4.0,4.0,2.0,466.83000000000004,95.66,6.142857142857143,5.642857142857143,5.466666666666667,3.236694374850747,2.7384029240987577,804.7742857142858,847.9383333333334,0.6761904761904765
C016,2023-01-27,4,215.04,4,4,53.76,4,1,4,1,0,3.0,5.0,2.0,4.0,626.63,1330.6200000000001,6.0,5.571428571428571,5.5,3.3665016461206907,2.7005746514910203,780.7000000000002,854.6933333333333,0.5
C016,2023-01-28,3,234.44,3,3,78.14666666666666,5,1,4,1,1,4.0,8.0,9.0,4.0,1290.0,555.63,5.857142857142857,5.714285714285714,5.5,3.4364987719368965,2.7005746514910203,721.9014285714287,817.5073333333333,0.35714285714285676
C016,2023-01-29,3,210.66000000000003,3,3,70.22000000000001,6,1,4,1,1,3.0,12.0,2.0,4.0,2076.55,357.53000000000003,5.142857142857143,5.285714285714286,5.466666666666667,3.4364987719368956,2.725781549844237,571.107142857143,806.8009999999999,-0.32380952380952355
C016,2023-01-30,8,1045.33,8,8,130.66625,0,1,5,1,0,3.0,2.0,7.0,9.0,120.76,1755.72,3.857142857142857,5.357142857142857,5.433333333333334,1.6761634196950432,2.750339581959279,304.55142857142874,801.9053333333334,-1.5761904761904764
C016,2023-01-31,4,517.1999999999999,4,4,129.29999999999998,1,1,5,1,0,8.0,7.0,7.0,6.0,679.86,1011.01,4.714285714285714,5.428571428571429,5.4,2.0586634591635455,2.711406302628033,436.6328571428573,778.2256666666667,-0.6857142857142859
C016,2023-02-01,5,2283.98,5,5,456.796,2,2,5,1,0,4.0,5.0,5.0,9.0,372.79,1153.6,4.285714285714286,5.214285714285714,5.333333333333333,1.7994708216848678,2.7207166060754475,413.3957142857144,761.7653333333334,-1.0476190476190474
C016,2023-02-02,6,517.1,6,6,86.18333333333334,3,2,5,1,0,5.0,3.0,4.0,1.0,298.31,81.42,4.285714285714286,5.214285714285714,5.2,1.7994708216848678,2.6313756727298507,686.4228571428573,799.4446666666666,-0.9142857142857146
C016,2023-02-03,3,164.39,3,3,54.79666666666666,4,2,5,1,0,6.0,4.0,5.0,8.0,215.04,816.24,4.714285714285714,5.357142857142857,5.366666666666666,1.7994708216848687,2.5118111796667435,717.6785714285717,813.9673333333334,-0.6523809523809518
C016,2023-02-04,7,745.96,7,7,106.5657142857143,5,2,5,1,1,3.0,3.0,8.0,5.0,234.44,1187.69,4.571428571428571,5.214285714285714,5.2,1.9023794624226777,2.4968946230509372,710.4428571428572,792.2389999999999,-0.628571428571429
C016,2023-02-05,8,831.97,8,8,103.99625,6,2,5,1,1,7.0,3.0,12.0,4.0,210.66000000000003,205.7,5.142857142857143,5.142857142857143,5.266666666666667,1.951800145897061,2.5179813114988487,783.517142857143,777.5146666666667,-0.12380952380952337
C016,2023-02-06,1,62.77,1,1,62.77,0,2,6,1,0,8.0,8.0,2.0,9.0,1045.33,566.28,5.857142857142857,4.857142857142857,5.4,1.9518001458970622,2.554239207872761,872.2757142857145,798.3903333333333,0.4571428571428564
C016,2023-02-07,4,987.91,3,3,246.9775,1,2,6,1,0,1.0,4.0,7.0,4.0,517.1999999999999,1274.16,4.857142857142857,4.785714285714286,5.133333333333334,2.4102953780654746,2.58287908501658,731.9100000000002,781.6066666666667,-0.276190476190477
C016,2023-02-08,4,430.45,4,4,107.6125,2,2,6,1,0,4.0,5.0,5.0,4.0,2283.98,1291.43,4.857142857142857,4.571428571428571,5.133333333333334,2.4102953780654746,2.58287908501658,799.154285714286,772.065,-0.276190476190477
C016,2023-02-09,6,946.1700000000001,6,6,157.69500000000002,3,2,6,1,0,4.0,6.0,3.0,3.0,517.1,408.88,4.714285714285714,4.5,5.133333333333334,2.4299715851758186,2.58287908501658,534.3642857142859,743.3656666666667,-0.41904761904761934
C016,2023-02-10,6,1405.93,6,6,234.3216666666667,4,2,6,1,0,6.0,3.0,4.0,9.0,164.39,2302.12,4.714285714285714,4.714285714285714,5.233333333333333,2.4299715851758186,2.5553639774934718,595.6600000000001,761.2753333333333,-0.519047619047619
C016,2023-02-11,5,728.3100000000001,5,5,145.662,5,2,6,1,1,6.0,7.0,3.0,4.0,745.96,367.47,5.142857142857143,4.857142857142857,5.133333333333334,2.3401261667248745,2.4597915994335113,773.0228571428572,731.4023333333333,0.00952380952380949
C016,2023-02-12,13,2297.45,13,13,176.72692307692307,6,2,6,1,1,5.0,8.0,3.0,2.0,831.97,273.68,4.857142857142857,5.0,5.166666666666667,2.193062655175129,2.4506625892678033,770.5014285714287,743.4303333333334,-0.3095238095238102
C016,2023-02-13,5,476.34000000000003,5,5,95.268,0,2,7,1,0,13.0,1.0,8.0,9.0,62.77,733.88,5.571428571428571,5.714285714285714,5.533333333333333,3.690399384761438,2.7634727444278124,979.8557142857143,810.8893333333333,0.03809523809523796
C016,2023-02-14,3,1591.0300000000002,3,3,530.3433333333334,1,2,7,1,0,5.0,4.0,4.0,2.0,987.91,944.87,6.142857142857143,5.5,5.4,3.1320159337914926,2.6858505363195966,1038.9371428571428,802.3046666666667,0.7428571428571429
C016,2023-02-15,4,199.0,4,4,49.75,2,2,7,1,0,3.0,4.0,5.0,7.0,430.45,994.38,6.0,5.428571428571429,5.433333333333334,3.265986323710902,2.6481396636433105,1125.0971428571431,823.8433333333334,0.5666666666666664
C016,2023-02-16,8,732.24,8,8,91.53,3,2,7,1,0,4.0,6.0,6.0,7.0,946.1700000000001,1682.5700000000002,6.0,5.357142857142857,5.333333333333333,3.265986323710902,2.643578209005065,1092.0328571428574,797.3306666666666,0.666666666666667
C016,2023-02-17,7,1006.1500000000001,7,7,143.7357142857143,4,2,7,1,0,8.0,6.0,3.0,5.0,1405.93,414.19,6.285714285714286,5.5,5.366666666666666,3.352326839390101,2.6714755490543785,1061.4714285714288,765.653,0.9190476190476193
C016,2023-02-18,6,936.58,6,6,156.09666666666666,5,2,7,1,1,7.0,5.0,7.0,4.0,728.3100000000001,466.83000000000004,6.428571428571429,5.785714285714286,5.433333333333334,3.35942171894424,2.6869202127873177,1004.3600000000002,785.385,0.9952380952380953
C016,2023-02-19,8,2408.49,8,8,301.06125,6,2,7,1,1,6.0,13.0,8.0,5.0,2297.45,626.63,6.571428571428571,5.714285714285714,5.5,3.309438162646485,2.6749154031096176,1034.1128571428574,801.0433333333333,1.0714285714285712
C016,2023-02-20,7,1081.27,7,7,154.46714285714285,0,2,8,1,0,8.0,5.0,1.0,8.0,476.34000000000003,1290.0,5.857142857142857,5.714285714285714,5.6,1.9518001458970626,2.7114063026280326,1049.9757142857145,860.4386666666667,0.2571428571428571
C016,2023-02-21,5,281.86,5,5,56.372,1,2,8,1,0,7.0,3.0,4.0,12.0,1591.0300000000002,2076.55,6.142857142857143,6.142857142857143,5.566666666666666,1.9518001458970629,2.686920212787317,1136.394285714286,853.481,0.5761904761904768
C016,2023-02-22,4,775.71,4,4,193.9275,2,2,8,1,0,5.0,4.0,4.0,2.0,199.0,120.76,6.428571428571429,6.214285714285714,5.333333333333333,1.5118578920369046,2.3973165074269187,949.3700000000001,793.6579999999999,1.0952380952380958
C016,2023-02-23,9,921.22,9,9,102.35777777777778,3,2,8,1,0,4.0,8.0,6.0,7.0,732.24,679.86,6.428571428571429,6.214285714285714,5.4,1.5118578920369046,2.3282374567840805,1031.757142857143,815.4896666666666,1.0285714285714285
C016,2023-02-24,8,755.51,8,8,94.43875,4,2,8,1,0,9.0,7.0,6.0,5.0,1006.1500000000001,372.79,6.571428571428571,6.428571428571429,5.466666666666667,1.7182493859684453,2.4030631792939086,1058.754285714286,823.535,1.1047619047619044
C016,2023-02-25,7,587.23,7,7,83.89,5,2,8,1,1,8.0,6.0,5.0,3.0,936.58,298.31,6.714285714285714,6.571428571428571,5.566666666666666,1.7994708216848714,2.445027795249006,1022.9485714285714,836.2923333333332,1.147619047619048
C016,2023-02-26,5,555.89,5,5,111.178,6,2,8,1,1,7.0,8.0,13.0,4.0,2408.49,215.04,6.857142857142857,6.714285714285714,5.7,1.7728105208558336,2.4090347186917107,973.0414285714287,845.9230000000001,1.1571428571428566
C016,2023-02-27,3,948.25,3,3,316.0833333333333,0,2,9,1,0,5.0,7.0,5.0,3.0,1081.27,234.44,6.428571428571429,6.142857142857143,5.733333333333333,1.8126539343499277,2.3915560269174203,708.3842857142857,857.2846666666667,0.6952380952380954
C016,2023-02-28,2,191.18,2,2,95.59,1,2,9,1,0,3.0,5.0,3.0,3.0,281.86,210.66000000000003,5.857142857142857,6.0,5.733333333333333,2.1930626551751304,2.3915560269174203,689.3814285714287,881.0783333333334,0.12380952380952337
C016,2023-03-01,7,434.55,7,7,62.07857142857143,2,3,9,1,0,2.0,4.0,4.0,8.0,775.71,1045.33,5.428571428571429,5.928571428571429,5.7,2.6367367999823066,2.4374944739106197,676.427142857143,880.4290000000001,-0.27142857142857135
C016,2023-03-02,4,532.49,4,4,133.1225,3,3,9,1,0,7.0,9.0,8.0,4.0,921.22,517.1999999999999,5.857142857142857,6.142857142857143,5.666666666666667,2.6095064302514746,2.4116575117588672,627.6900000000002,860.0696666666666,0.1904761904761898
C016,2023-03-03,8,1397.6,8,8,174.7,4,3,9,1,0,4.0,8.0,7.0,5.0,755.51,2283.98,5.142857142857143,5.857142857142857,5.666666666666667,2.267786838055359,2.4116575117588672,572.1571428571431,860.5793333333332,-0.5238095238095237
C016,2023-03-04,9,1470.78,9,9,163.42,5,3,9,1,1,8.0,7.0,6.0,6.0,587.23,517.1,5.142857142857143,5.928571428571429,5.766666666666667,2.267786838055359,2.445027795249005,663.8842857142857,831.0333333333333,-0.6238095238095234
C016,2023-03-05,2,519.06,2,2,259.53,6,3,9,1,1,9.0,5.0,8.0,3.0,555.89,164.39,5.428571428571429,6.142857142857143,5.866666666666666,2.6367367999823066,2.5152408993194215,790.1057142857144,862.8226666666667,-0.4380952380952374
C016,2023-03-06,5,363.05,5,5,72.61,0,3,10,1,0,2.0,3.0,7.0,7.0,948.25,745.96,5.0,5.714285714285714,5.833333333333333,2.9439202887759457,2.5607559946952763,784.8442857142857,874.6450000000001,-0.833333333333333
C016,2023-03-07,5,1303.96,5,5,260.79200000000003,1,3,10,1,0,5.0,2.0,5.0,8.0,191.18,831.97,5.285714285714286,5.571428571428571,5.766666666666667,2.8115408417381893,2.555363977493469,701.2442857142858,861.8813333333333,-0.480952380952381
C016,2023-03-08,8,953.2,8,8,119.15,2,3,10,1,0,5.0,7.0,4.0,1.0,434.55,62.77,5.714285714285714,5.571428571428571,5.666666666666667,2.4299715851758203,2.523453207799583,860.2128571428573,877.6143333333333,0.04761904761904745
C016,2023-03-09,3,123.08,3,3,41.026666666666664,3,3,10,1,0,8.0,4.0,9.0,4.0,532.49,987.91,5.857142857142857,5.857142857142857,5.9,2.544836041121404,2.3975562270922746,934.3057142857144,907.2953333333334,-0.04285714285714359
C016,2023-03-10,7,1143.34,7,7,163.3342857142857,4,3,10,1,0,3.0,8.0,8.0,4.0,1397.6,430.45,5.714285714285714,5.428571428571429,5.866666666666666,2.690370836538194,2.431592827378979,875.8185714285717,878.4676666666668,-0.15238095238095184
C016,2023-03-11,9,1115.17,9,9,123.90777777777778,5,3,10,1,1,7.0,9.0,7.0,6.0,1470.78,946.1700000000001,5.571428571428571,5.357142857142857,5.966666666666667,2.5727509827123964,2.413801313614932,839.4957142857144,902.2306666666666,-0.3952380952380956
C016,2023-03-12,8,503.08,8,8,62.885,6,3,10,1,1,9.0,2.0,5.0,6.0,519.06,1405.93,5.571428571428571,5.5,6.066666666666666,2.5727509827123964,2.476556749467556,788.6942857142858,907.864,-0.49523809523809526
C016,2023-03-13,6,550.8,6,6,91.8,0,3,11,1,0,8.0,5.0,3.0,5.0,363.05,728.3100000000001,6.428571428571429,5.714285714285714,6.133333333333334,2.1491969707422367,2.5014938065819368,786.4114285714287,877.769,0.2952380952380951
C016,2023-03-14,7,1347.57,7,7,192.51,1,3,11,1,0,6.0,5.0,2.0,13.0,1303.96,2297.45,6.571428571428571,5.928571428571429,6.166666666666667,2.07019667802706,2.4925175381852163,813.2328571428573,871.8520000000001,0.4047619047619042
C016,2023-03-15,9,1476.43,9,9,164.04777777777778,2,3,11,1,0,7.0,8.0,7.0,5.0,953.2,476.34000000000003,6.857142857142857,6.285714285714286,5.966666666666667,1.951800145897064,2.1412747304501454,819.4628571428573,840.1893333333334,0.89047619047619
C016,2023-03-16,5,400.11,5,5,80.022,3,3,11,1,0,9.0,3.0,4.0,3.0,123.08,1591.0300000000002,7.0,6.428571428571429,6.1,2.0816659994661304,2.2026629651244893,894.2100000000002,873.5256666666667,0.9000000000000004
C016,2023-03-17,10,1312.07,10,10,131.207,4,3,11,1,0,5.0,7.0,8.0,4.0,1143.34,199.0,7.285714285714286,6.5,6.166666666666667,1.4960264830861887,2.134823473818804,933.7857142857143,833.8283333333333,1.1190476190476186
C016,2023-03-18,10,1343.19,10,10,134.31900000000002,5,3,11,1,1,10.0,9.0,9.0,8.0,1115.17,732.24,7.714285714285714,6.642857142857143,6.366666666666666,1.799470821684873,2.2047493146001544,957.8900000000002,870.9306666666666,1.3476190476190482
C016,2023-03-19,7,446.82,7,7,63.83142857142857,6,3,11,1,1,10.0,8.0,2.0,7.0,503.08,1006.1500000000001,7.857142857142857,6.714285714285714,6.433333333333334,1.9518001458970649,2.2846313115872814,990.4642857142859,891.2956666666666,1.4238095238095232
C016,2023-03-20,3,1656.73,3,3,552.2433333333333,0,3,12,1,0,7.0,6.0,5.0,6.0,550.8,936.58,7.714285714285714,7.071428571428571,6.433333333333334,1.9760470401187058,2.2846313115872814,982.4271428571429,872.6513333333334,1.2809523809523808
C016,2023-03-21,5,237.64,5,5,47.528,1,3,12,1,0,3.0,7.0,5.0,8.0,1347.57,2408.49,7.285714285714286,6.928571428571429,6.333333333333333,2.6276913640612167,2.3683739996670323,1140.417142857143,896.6563333333332,0.9523809523809526
C016,2023-03-22,7,1371.13,7,7,195.8757142857143,2,3,12,1,0,5.0,9.0,8.0,7.0,1476.43,1081.27,7.0,6.928571428571429,6.233333333333333,2.76887462097269,2.3588912259983337,981.8557142857144,824.2946666666667,0.7666666666666666
C016,2023-03-23,3,653.15,3,3,217.71666666666667,3,3,12,1,0,7.0,5.0,3.0,5.0,400.11,281.86,6.714285714285714,6.857142857142857,6.233333333333333,2.6276913640612163,2.3588912259983337,966.8128571428572,833.9566666666667,0.480952380952381
C016,2023-03-24,7,416.87,7,7,59.55285714285714,4,3,12,1,0,3.0,10.0,7.0,4.0,1312.07,775.71,6.428571428571429,6.857142857142857,6.166666666666667,2.935821455580637,2.42235754833055,1002.9614285714288,846.3330000000001,0.26190476190476186
C016,2023-03-25,4,399.83,4,4,99.9575,5,3,12,1,1,7.0,10.0,9.0,9.0,1343.19,921.22,6.0,6.857142857142857,6.266666666666667,2.5166114784235813,2.3915560269174176,875.0757142857145,834.3716666666667,-0.2666666666666666
C016,2023-03-26,5,249.92,5,5,49.983999999999995,6,3,12,1,1,4.0,7.0,8.0,8.0,446.82,755.51,5.142857142857143,6.5,6.1,1.8644544714716058,2.368616648507347,740.3100000000002,816.992,-0.9571428571428564
C016,2023-03-27,9,1000.34,9,9,111.14888888888889,0,3,13,1,0,5.0,3.0,6.0,7.0,1656.73,587.23,4.857142857142857,6.285714285714286,6.0,1.6761634196950481,2.3488808780588086,712.1814285714288,800.139,-1.1428571428571432
C016,2023-03-28,10,861.5,10,10,86.15,1,3,13,1,0,9.0,5.0,7.0,5.0,237.64,555.89,5.714285714285714,6.5,6.066666666666666,2.058663459163549,2.4059313679168843,618.4114285714287,813.9093333333333,-0.352380952380952
C016,2023-03-29,4,462.21000000000004,4,4,115.55250000000001,2,3,13,1,0,10.0,7.0,9.0,3.0,1371.13,948.25,6.428571428571429,6.714285714285714,6.233333333333333,2.5727509827123987,2.500804468267305,707.5342857142858,824.0963333333333,0.19523809523809543
C016,2023-03-30,7,465.3,7,7,66.47142857142858,3,3,13,1,0,4.0,3.0,5.0,2.0,653.15,191.18,6.0,6.357142857142857,6.266666666666667,2.7080128015453186,2.4625937172201025,577.6885714285715,807.895,-0.2666666666666666
C016,2023-03-31,3,146.01,3,3,48.669999999999995,4,3,13,1,0,7.0,7.0,10.0,7.0,416.87,434.55,6.571428571428571,6.5,6.433333333333334,2.370453040886407,2.3294713523907435,550.8528571428573,817.0323333333332,0.1380952380952376
C016,2023-04-01,11,3826.15,11,11,347.83181818181816,5,4,13,2,1,3.0,4.0,10.0,4.0,399.83,532.49,6.0,6.0,6.3,2.7080128015453186,2.409034718691708,512.1585714285716,807.4143333333334,-0.2999999999999998
C016,2023-04-02,11,3590.14,11,11,326.37636363636364,6,4,13,2,1,11.0,5.0,7.0,8.0,249.92,1397.6,7.0,6.071428571428571,6.533333333333333,3.1091263510296043,2.5152408993194184,1001.6328571428573,917.203,0.4666666666666668
C016,2023-04-03,3,1137.79,3,3,379.2633333333333,0,4,14,2,0,11.0,9.0,3.0,9.0,1000.34,1470.78,7.857142857142857,6.357142857142857,6.633333333333334,3.2877840272018797,2.6324674845990446,1478.8071428571432,990.2876666666666,1.223809523809523
C016,2023-04-04,6,518.92,6,6,86.48666666666666,1,4,14,2,0,3.0,10.0,5.0,2.0,861.5,519.06,7.0,6.357142857142857,6.433333333333334,3.6968455021364717,2.6740558544360367,1498.4428571428573,979.188,0.5666666666666664
C016,2023-04-05,7,1062.47,7,7,151.78142857142856,2,4,14,2,0,6.0,4.0,7.0,5.0,462.21000000000004,363.05,6.428571428571429,6.428571428571429,6.566666666666666,3.4572215654165044,2.5418338931232003,1449.5028571428572,979.1833333333333,-0.1380952380952376
C016,2023-04-06,4,418.54,4,4,104.635,3,4,14,2,0,7.0,7.0,3.0,5.0,465.3,1303.96,6.857142857142857,6.428571428571429,6.633333333333334,3.287784027201879,2.525502112361062,1535.254285714286,1002.4973333333332,0.22380952380952301
C016,2023-04-07,9,1071.02,8,8,119.00222222222222,4,4,14,2,0,4.0,3.0,7.0,8.0,146.01,953.2,6.428571428571429,6.5,6.6,3.4572215654165044,2.554239207872756,1528.5742857142857,972.9833333333333,-0.17142857142857082
C016,2023-04-08,6,635.01,6,6,105.835,5,4,14,2,1,9.0,11.0,4.0,3.0,3826.15,123.08,7.285714285714286,6.642857142857143,6.633333333333334,3.1997023671109215,2.5795392977246356,1660.7185714285715,976.9106666666667,0.6523809523809518
C016,2023-04-09,6,802.42,6,6,133.73666666666665,6,4,14,2,1,6.0,11.0,5.0,7.0,3590.14,1143.34,6.571428571428571,6.785714285714286,6.733333333333333,2.7602622373694157,2.4904414971194706,1204.8414285714287,993.9749999999999,-0.16190476190476222
C016,2023-04-10,4,492.51,4,4,123.1275,0,4,15,2,0,6.0,3.0,9.0,9.0,1137.79,1115.17,5.857142857142857,6.857142857142857,6.7,1.9518001458970642,2.493439668271583,806.5957142857144,982.6110000000001,-0.8428571428571434
C016,2023-04-11,8,1063.65,8,8,132.95625,1,4,15,2,0,4.0,6.0,10.0,8.0,518.92,503.08,6.0,6.5,6.533333333333333,1.7320508075688748,2.501493806581935,714.4128571428573,961.8556666666666,-0.5333333333333332
C016,2023-04-12,5,468.9200000000001,5,5,93.78400000000002,2,4,15,2,0,8.0,7.0,4.0,6.0,1062.47,550.8,6.285714285714286,6.357142857142857,6.533333333333333,1.8898223650461345,2.501493806581935,792.2314285714286,980.5413333333333,-0.24761904761904763
C016,2023-04-13,7,798.89,7,7,114.12714285714286,3,4,15,2,0,5.0,4.0,7.0,7.0,418.54,1347.57,6.0,6.428571428571429,6.5,1.9148542155126742,2.5154693810294164,707.4385714285717,977.812,-0.5
C016,2023-04-14,10,1646.43,10,10,164.643,4,4,15,2,0,7.0,9.0,3.0,9.0,1071.02,1476.43,6.428571428571429,6.428571428571429,6.5,1.7182493859684476,2.5154693810294164,761.7742857142858,959.5226666666666,-0.07142857142857117
C016,2023-04-15,8,1666.27,8,8,208.28375,5,4,15,2,1,10.0,6.0,11.0,5.0,635.01,400.11,6.571428571428571,6.928571428571429,6.533333333333333,1.9880595947760087,2.556038601690768,843.9757142857145,965.1893333333334,0.03809523809523796
C016,2023-04-16,5,1289.1699999999998,5,5,257.83399999999995,6,4,15,2,1,8.0,6.0,11.0,10.0,802.42,1312.07,6.857142857142857,6.714285714285714,6.633333333333334,2.035400978396429,2.552663697791573,991.2985714285717,1007.3946666666668,0.22380952380952301
C016,2023-04-17,6,470.22,6,6,78.37,0,4,16,2,0,5.0,4.0,3.0,10.0,492.51,1343.19,6.714285714285714,6.285714285714286,6.466666666666667,2.138089935299394,2.487670747331005,1060.834285714286,1006.6313333333334,0.24761904761904763
C016,2023-04-18,3,161.70999999999998,3,3,53.90333333333333,1,4,16,2,0,6.0,8.0,6.0,7.0,1063.65,446.82,7.0,6.5,6.333333333333333,1.825741858350553,2.397316507426914,1057.65,977.5323333333333,0.666666666666667
C016,2023-04-19,6,737.8,6,6,122.96666666666665,2,4,16,2,0,3.0,5.0,7.0,3.0,468.9200000000001,1656.73,6.285714285714286,6.285714285714286,6.2,2.2886885410853157,2.469119625319499,928.8014285714288,968.0286666666667,0.08571428571428541
C016,2023-04-20,12,1630.1399999999999,12,12,135.845,3,4,16,2,0,6.0,7.0,4.0,5.0,798.89,237.64,6.428571428571429,6.214285714285714,6.3,2.2253945610567456,2.3946780072946465,967.2128571428573,937.3976666666666,0.128571428571429
C016,2023-04-21,6,984.0699999999999,6,6,164.01166666666666,4,4,16,2,0,12.0,10.0,9.0,7.0,1646.43,1371.13,7.142857142857143,6.785714285714286,6.533333333333333,3.0783421635988546,2.5961952709797145,1085.9628571428573,983.8143333333334,0.60952380952381
C016,2023-04-22,8,1752.23,8,8,219.02875,5,4,16,2,1,6.0,8.0,6.0,3.0,1666.27,653.15,6.571428571428571,6.571428571428571,6.5,2.819996622760557,2.596416628806862,991.3400000000001,970.9123333333333,0.07142857142857117
