clinic_id,visit_date,number_of_daily_visits,daily_revenue,clinic_capacity,vet_utilization_rate,average_wait_time
C005,2022-07-23,27,4631.2300000000005,66,0.4090909090909091,23.085640746571357
C005,2022-07-24,22,3128.2000000000003,66,0.3333333333333333,24.561552688568927
C005,2022-07-25,18,1572.33,66,0.2727272727272727,17.243638385397546
C005,2022-07-26,21,2719.92,66,0.3181818181818182,18.75560755971032
C005,2022-07-27,19,1513.78,66,0.2878787878787879,20.16210216865753
C005,2022-07-28,14,1845.3799999999999,66,0.21212121212121213,21.900585593220526
C005,2022-07-29,23,3010.87,66,0.3484848484848485,20.199562022226175
C005,2022-07-30,23,3988.03,66,0.3484848484848485,12.825599933654505
C005,2022-07-31,22,3229.92,66,0.3333333333333333,19.553228741948402
C005,2022-08-01,16,1032.73,66,0.24242424242424243,19.93801618672696
C005,2022-08-02,18,3387.65,66,0.2727272727272727,22.00686864934602
C005,2022-08-03,23,2718.86,66,0.3484848484848485,25.46113012464219
C005,2022-08-04,19,1757.03,66,0.2878787878787879,21.07658043459808
C005,2022-08-05,21,4912.52,66,0.3181818181818182,20.67776111815061
C005,2022-08-06,18,2502.38,66,0.2727272727272727,10.503653791582568
C005,2022-08-07,15,1345.01,66,0.22727272727272727,26.681706634649107
C005,2022-08-08,15,2714.34,66,0.22727272727272727,5.952080086622063
C005,2022-08-09,13,1224.71,66,0.19696969696969696,25.891155017548808
C005,2022-08-10,27,4236.36,66,0.4090909090909091,19.691449241064515
C005,2022-08-11,20,3711.82,66,0.30303030303030304,17.662853168936625
C005,2022-08-12,31,4266.34,66,0.4696969696969697,21.573103396900038
C005,2022-08-13,32,5015.73,66,0.48484848484848486,23.347388942386157
C005,2022-08-14,19,3768.79,66,0.2878787878787879,20.72906115746376
C005,2022-08-15,24,3276.07,66,0.36363636363636365,29.777399519129695
C005,2022-08-16,22,2345.92,66,0.3333333333333333,20.11944334993878
C005,2022-08-17,25,4715.48,66,0.3787878787878788,26.127449811828907
C005,2022-08-18,16,1652.46,66,0.24242424242424243,22.695807398417983
C005,2022-08-19,18,2858.22,66,0.2727272727272727,23.550152163916707
C005,2022-08-20,26,5875.66,66,0.3939393939393939,11.477530910326493
C005,2022-08-21,20,2269.61,66,0.30303030303030304,24.147172945335715
C005,2022-08-22,24,3776.57,66,0.36363636363636365,18.890823067954045
C005,2022-08-23,16,2509.76,66,0.24242424242424243,15.352936824624829
C005,2022-08-24,17,2337.83,66,0.25757575757575757,18.522262478399465
C005,2022-08-25,15,1186.08,66,0.22727272727272727,14.782445838611299
C005,2022-08-26,15,1728.98,66,0.22727272727272727,23.626076781169047
C005,2022-08-27,20,3307.5,66,0.30303030303030304,19.48165652036391
C005,2022-08-28,18,4459.85,66,0.2727272727272727,19.221999731938656
C005,2022-08-29,16,2715.6,66,0.24242424242424243,18.150412257188435
C005,2022-08-30,14,3197.27,66,0.21212121212121213,11.483493515380662
C005,2022-08-31,21,3147.25,66,0.3181818181818182,10.808394544757654
C005,2022-09-01,23,2016.02,66,0.3484848484848485,20.058489355357857
C005,2022-09-02,19,2597.7799999999997,66,0.2878787878787879,15.67122134622957
C005,2022-09-03,18,2303.2,66,0.2727272727272727,27.186657570334834
C005,2022-09-04,19,3542.58,66,0.2878787878787879,13.578322596934541
C005,2022-09-05,13,3138.54,66,0.19696969696969696,13.516712717968847
C005,2022-09-06,13,1846.1100000000001,66,0.19696969696969696,21.44830149955002
C005,2022-09-07,14,2281.93,66,0.21212121212121213,21.67457102113736
C005,2022-09-08,22,4445.71,66,0.3333333333333333,15.692972373212285
C005,2022-09-09,19,2742.27,66,0.2878787878787879,28.86788425798346
C005,2022-09-10,19,2311.19,66,0.2878787878787879,14.098832336254226
C005,2022-09-11,20,4428.66,66,0.30303030303030304,7.14157005039173
C005,2022-09-12,18,4639.71,66,0.2727272727272727,24.492287132263904
C005,2022-09-13,11,926.74,66,0.16666666666666666,19.20432415006188
C005,2022-09-14,17,3331.28,66,0.25757575757575757,8.267109612426022
C005,2022-09-15,15,2725.23,66,0.22727272727272727,18.841519430439178
C005,2022-09-16,18,1692.94,66,0.2727272727272727,14.16965464418528
C005,2022-09-17,18,3673.13,66,0.2727272727272727,15.675945187855328
C005,2022-09-18,23,2865.1,66,0.3484848484848485,20.766611441750083
C005,2022-09-19,13,1740.98,66,0.19696969696969696,10.750239931413759
C005,2022-09-20,9,830.0,66,0.13636363636363635,16.733925596849694
C005,2022-09-21,11,3104.08,66,0.16666666666666666,15.509452585744189
C005,2022-09-22,23,2874.03,66,0.3484848484848485,20.165035646226848
C005,2022-09-23,16,3359.31,66,0.24242424242424243,31.591416382021023
C005,2022-09-24,16,2207.05,66,0.24242424242424243,11.068834569594765
C005,2022-09-25,13,1297.9,66,0.19696969696969696,11.916436689176628
C005,2022-09-26,8,522.59,66,0.12121212121212122,14.97183124187869
C005,2022-09-27,12,1320.92,66,0.18181818181818182,20.560892267525947
C005,2022-09-28,23,3041.0,66,0.3484848484848485,16.50019407442381
C005,2022-09-29,12,1846.16,66,0.18181818181818182,22.321994407418032
C005,2022-09-30,24,4006.4500000000003,66,0.36363636363636365,22.018749294413748
C005,2022-10-01,20,2044.64,66,0.30303030303030304,26.324626373750366
C005,2022-10-02,20,1649.3300000000002,66,0.30303030303030304,10.681917857051182
C005,2022-10-03,17,2830.06,66,0.25757575757575757,15.828449159060625
C005,2022-10-04,20,2848.47,66,0.30303030303030304,29.336151719780567
C005,2022-10-05,14,2438.55,66,0.21212121212121213,8.35492577998572
C005,2022-10-06,22,2063.17,66,0.3333333333333333,15.43085937782799
C005,2022-10-07,19,3689.6800000000003,66,0.2878787878787879,15.338187684131519
C005,2022-10-08,24,2266.73,66,0.36363636363636365,18.19294854802188
C005,2022-10-09,21,2361.64,66,0.3181818181818182,15.496106153485599
C005,2022-10-10,13,1482.55,66,0.19696969696969696,16.6346995273389
C005,2022-10-11,12,2050.18,66,0.18181818181818182,18.799508904677676
C005,2022-10-12,12,1233.1299999999999,66,0.18181818181818182,24.43737262074352
C005,2022-10-13,13,2329.79,66,0.19696969696969696,14.678351846245802
C005,2022-10-14,26,4250.96,66,0.3939393939393939,16.91009290477492
C005,2022-10-15,23,5561.46,66,0.3484848484848485,26.311942294659506
C005,2022-10-16,19,2557.61,66,0.2878787878787879,19.895537409340424
C005,2022-10-17,14,1074.38,66,0.21212121212121213,22.084530699886997
C005,2022-10-18,17,4011.67,66,0.25757575757575757,21.877743400248235
C005,2022-10-19,13,2413.75,66,0.19696969696969696,14.77783201078771
C005,2022-10-20,19,2131.46,66,0.2878787878787879,16.894043830525526
C005,2022-10-21,18,3803.83,66,0.2727272727272727,24.88828514758074
C005,2022-10-22,16,2117.86,66,0.24242424242424243,14.435479754937019
C005,2022-10-23,18,3245.45,66,0.2727272727272727,19.570265828501846
C005,2022-10-24,17,2185.24,66,0.25757575757575757,24.251515617112624
C005,2022-10-25,21,5563.26,66,0.3181818181818182,6.696653496458465
C005,2022-10-26,18,2314.22,66,0.2727272727272727,27.003366464160294
C005,2022-10-27,14,1465.85,66,0.21212121212121213,8.713322257631269
C005,2022-10-28,20,2662.59,66,0.30303030303030304,14.162327387202211
C005,2022-10-29,15,4287.3099999999995,66,0.22727272727272727,22.265711992018783
C005,2022-10-30,21,1953.45,66,0.3181818181818182,34.02819665460485
C005,2022-10-31,25,4985.7,66,0.3787878787878788,12.103566566074658
C005,2022-11-01,14,1430.02,66,0.21212121212121213,7.752006381424841
C005,2022-11-02,14,1733.09,66,0.21212121212121213,11.553576940423975
C005,2022-11-03,17,2397.97,66,0.25757575757575757,10.850447345537692
C005,2022-11-04,20,4742.22,66,0.30303030303030304,17.9830865151784
C005,2022-11-05,16,3435.8799999999997,66,0.24242424242424243,17.938598676774497
C005,2022-11-06,11,1110.05,66,0.16666666666666666,12.821288834551778
C005,2022-11-07,9,1900.1,66,0.13636363636363635,19.74589402725666
C005,2022-11-08,17,1825.0800000000002,66,0.25757575757575757,20.28303355081227
C005,2022-11-09,13,1317.71,66,0.19696969696969696,23.419088782721804
C005,2022-11-10,17,2004.8600000000001,66,0.25757575757575757,29.530314552540055
C005,2022-11-11,16,1202.62,66,0.24242424242424243,18.600469406725043
C005,2022-11-12,17,2656.24,66,0.25757575757575757,16.40197798686716
C005,2022-11-13,17,2544.53,66,0.25757575757575757,30.21395266897376
C005,2022-11-14,24,2865.97,66,0.36363636363636365,25.283867359871735
C005,2022-11-15,19,2465.29,66,0.2878787878787879,19.866828662346567
C005,2022-11-16,20,3105.15,66,0.30303030303030304,32.00469948831548
C005,2022-11-17,21,2972.96,66,0.3181818181818182,28.616848124943882
C005,2022-11-18,14,2243.09,66,0.21212121212121213,24.331292488256853
C005,2022-11-19,24,3823.64,66,0.36363636363636365,15.723998238596252
C005,2022-11-20,17,1736.17,66,0.25757575757575757,13.374268725889415
C005,2022-11-21,10,1807.74,66,0.15151515151515152,13.375201027058054
C005,2022-11-22,12,2614.3199999999997,66,0.18181818181818182,21.821094452866554
C005,2022-11-23,18,2280.96,66,0.2727272727272727,8.529826122824348
C005,2022-11-24,13,2834.54,66,0.19696969696969696,21.935653394833523
C005,2022-11-25,13,2889.17,66,0.19696969696969696,12.093946652529032
C005,2022-11-26,21,3645.57,66,0.3181818181818182,26.879632539551466
C005,2022-11-27,19,2596.91,66,0.2878787878787879,21.280746464043574
C005,2022-11-28,18,2326.85,66,0.2727272727272727,18.975094183235925
C005,2022-11-29,16,3701.96,66,0.24242424242424243,19.937239820766454
C005,2022-11-30,16,2556.52,66,0.24242424242424243,21.1902630191748
C005,2022-12-01,16,2524.16,66,0.24242424242424243,15.751254799745979
C005,2022-12-02,21,2278.35,66,0.3181818181818182,19.08622733940276
C005,2022-12-03,12,1321.24,66,0.18181818181818182,16.208292072930774
C005,2022-12-04,18,3879.4700000000003,66,0.2727272727272727,16.347959928692603
C005,2022-12-05,12,1370.27,66,0.18181818181818182,24.634899854758153
C005,2022-12-06,13,2076.67,66,0.19696969696969696,8.281809340596956
C005,2022-12-07,22,3614.13,66,0.3333333333333333,17.472473107666843
C005,2022-12-08,21,3048.19,66,0.3181818181818182,18.435838991408534
C005,2022-12-09,15,3199.06,66,0.22727272727272727,14.95910281183622
C005,2022-12-10,25,4425.68,66,0.3787878787878788,10.68429620635992
C005,2022-12-11,21,2808.89,66,0.3181818181818182,19.37177754111031
C005,2022-12-12,11,1150.08,66,0.16666666666666666,9.12098105978748
C005,2022-12-13,15,1583.09,66,0.22727272727272727,17.088365874191414
C005,2022-12-14,24,2699.01,66,0.36363636363636365,19.407750404257882
C005,2022-12-15,13,1055.85,66,0.19696969696969696,10.855539677841344
C005,2022-12-16,10,988.76,66,0.15151515151515152,23.20381068272839
C005,2022-12-17,26,4270.54,66,0.3939393939393939,22.660664123866155
C005,2022-12-18,21,2811.23,66,0.3181818181818182,25.409185897978247
C005,2022-12-19,16,3126.35,66,0.24242424242424243,21.88978379001687
C005,2022-12-20,18,2173.4,66,0.2727272727272727,21.210149057912545
C005,2022-12-21,17,3403.53,66,0.25757575757575757,15.861408433851711
C005,2022-12-22,16,2188.2799999999997,66,0.24242424242424243,10.510410332031826
C005,2022-12-23,15,2209.86,66,0.22727272727272727,5.0
C005,2022-12-24,24,4755.37,66,0.36363636363636365,15.812778430344217
C005,2022-12-25,23,3188.93,66,0.3484848484848485,29.3824507126533
C005,2022-12-26,13,1411.92,66,0.19696969696969696,15.207269097761776
C005,2022-12-27,17,2184.2400000000002,66,0.25757575757575757,16.477972070850335
C005,2022-12-28,22,3986.01,66,0.3333333333333333,21.231361614601568
C005,2022-12-29,12,2242.02,66,0.18181818181818182,10.916319657984431
C005,2022-12-30,23,3261.62,66,0.3484848484848485,26.196527653081535
C005,2022-12-31,22,5643.5,66,0.3333333333333333,17.679675626163792
C005,2023-01-01,14,1197.82,66,0.21212121212121213,7.91360811511043
C005,2023-01-02,11,1476.97,66,0.16666666666666666,9.067135053721843
C005,2023-01-03,17,1837.2,66,0.25757575757575757,14.129440284825186
C005,2023-01-04,10,2157.12,66,0.15151515151515152,8.522221129664981
C005,2023-01-05,11,3022.34,66,0.16666666666666666,16.84952958786253
C005,2023-01-06,25,3612.63,66,0.3787878787878788,13.957814555829497
C005,2023-01-07,21,1903.88,66,0.3181818181818182,15.199728685874836
C005,2023-01-08,25,2385.59,66,0.3787878787878788,22.882985565081633
C005,2023-01-09,10,969.11,66,0.15151515151515152,20.53387645691726
C005,2023-01-10,16,3310.08,66,0.24242424242424243,25.110364706939144
C005,2023-01-11,19,3606.37,66,0.2878787878787879,22.652911415061368
C005,2023-01-12,15,2458.43,66,0.22727272727272727,11.698403219850793
C005,2023-01-13,23,2919.73,66,0.3484848484848485,17.710076860780163
C005,2023-01-14,18,1793.77,66,0.2727272727272727,12.718261632965078
C005,2023-01-15,19,3347.77,66,0.2878787878787879,21.249975210526323
C005,2023-01-16,15,2106.54,66,0.22727272727272727,15.008602699160344
C005,2023-01-17,21,3224.94,66,0.3181818181818182,27.00060267740207
C005,2023-01-18,14,1298.68,66,0.21212121212121213,15.980237575775188
C005,2023-01-19,16,5205.43,66,0.24242424242424243,18.60555913019915
C005,2023-01-20,23,3983.3900000000003,66,0.3484848484848485,17.124590172866885
C005,2023-01-21,21,3602.98,66,0.3181818181818182,17.59371826047792
C005,2023-01-22,19,3597.85,66,0.2878787878787879,15.46443113731881
C005,2023-01-23,18,2527.48,66,0.2727272727272727,12.882735922086624
C005,2023-01-24,8,687.61,66,0.12121212121212122,15.491635747480903
C005,2023-01-25,17,1223.98,66,0.25757575757575757,16.23580398434858
C005,2023-01-26,18,1602.6,66,0.2727272727272727,15.677527569033405
C005,2023-01-27,25,4764.36,66,0.3787878787878788,22.657776813649424
C005,2023-01-28,16,1273.55,66,0.24242424242424243,19.901055046017465
C005,2023-01-29,15,1521.13,66,0.22727272727272727,12.222463998000267
C005,2023-01-30,8,1091.1499999999999,66,0.12121212121212122,17.686573326705926
C005,2023-01-31,16,2321.5,66,0.24242424242424243,18.604983712759925
C005,2023-02-01,15,1877.83,66,0.22727272727272727,12.684685230390981
C005,2023-02-02,14,2787.9,66,0.21212121212121213,17.387036299059037
C005,2023-02-03,18,2372.24,66,0.2727272727272727,11.552388363080034
C005,2023-02-04,22,5259.2300000000005,66,0.3333333333333333,19.899051493528518
C005,2023-02-05,9,1747.18,66,0.13636363636363635,15.609713629230667
C005,2023-02-06,11,2763.1,66,0.16666666666666666,10.273862209714828
C005,2023-02-07,15,1894.0900000000001,66,0.22727272727272727,17.0927169387978
C005,2023-02-08,21,4115.86,66,0.3181818181818182,21.192098948110246
C005,2023-02-09,12,2458.71,66,0.18181818181818182,21.22831847828703
C005,2023-02-10,11,967.46,66,0.16666666666666666,5.0
C005,2023-02-11,19,3377.62,66,0.2878787878787879,18.834908142954813
C005,2023-02-12,15,1697.83,66,0.22727272727272727,21.63424016678062
C005,2023-02-13,14,1961.92,66,0.21212121212121213,20.639926569915495
C005,2023-02-14,8,2508.61,66,0.12121212121212122,20.986051111164862
C005,2023-02-15,18,2910.63,66,0.2727272727272727,16.323694274927828
C005,2023-02-16,17,2326.64,66,0.25757575757575757,13.69226471159682
C005,2023-02-17,25,5118.62,66,0.3787878787878788,14.996190710662155
C005,2023-02-18,20,3367.34,66,0.30303030303030304,27.530297492798027
C005,2023-02-19,27,6560.77,66,0.4090909090909091,22.903978867680014
C005,2023-02-20,9,835.26,66,0.13636363636363635,14.888763905944218
C005,2023-02-21,15,1542.42,66,0.22727272727272727,14.982512062797177
C005,2023-02-22,17,3360.96,66,0.25757575757575757,15.641921893418195
C005,2023-02-23,22,2952.17,66,0.3333333333333333,25.149240033834666
C005,2023-02-24,18,2808.88,66,0.2727272727272727,18.810913166731567
C005,2023-02-25,25,5356.86,66,0.3787878787878788,14.868398403418482
C005,2023-02-26,16,1839.44,66,0.24242424242424243,20.23642555987685
C005,2023-02-27,16,1782.5,66,0.24242424242424243,12.23606593543805
C005,2023-02-28,17,1244.99,66,0.25757575757575757,18.362754212134092
C005,2023-03-01,24,4411.1,66,0.36363636363636365,25.742571256898472
C005,2023-03-02,18,1692.71,66,0.2727272727272727,5.0
C005,2023-03-03,18,2260.85,66,0.2727272727272727,24.1346855869048
C005,2023-03-04,20,4586.34,66,0.30303030303030304,24.689267604939324
C005,2023-03-05,22,3403.73,66,0.3333333333333333,31.095447269629126
C005,2023-03-06,21,3030.1,66,0.3181818181818182,23.866311899339575
C005,2023-03-07,17,3151.65,66,0.25757575757575757,20.217096663684835
C005,2023-03-08,23,4898.6,66,0.3484848484848485,13.872113247138845
C005,2023-03-09,21,3083.2400000000002,66,0.3181818181818182,16.56631010348403
C005,2023-03-10,20,3410.25,66,0.30303030303030304,24.909158274405996
C005,2023-03-11,23,2583.55,66,0.3484848484848485,14.090434101775635
C005,2023-03-12,30,3778.56,66,0.45454545454545453,25.8455458845691
C005,2023-03-13,17,2357.88,66,0.25757575757575757,18.458863223393084
C005,2023-03-14,21,3546.49,66,0.3181818181818182,12.01275301678476
C005,2023-03-15,22,2745.95,66,0.3333333333333333,5.217375959680335
C005,2023-03-16,20,3485.94,66,0.30303030303030304,9.025671835659997
C005,2023-03-17,17,3348.95,66,0.25757575757575757,12.754137370448085
C005,2023-03-18,20,2297.96,66,0.30303030303030304,19.91745885038771
C005,2023-03-19,23,4099.22,66,0.3484848484848485,28.937748965106287
C005,2023-03-20,18,3690.7799999999997,66,0.2727272727272727,25.93660486187148
C005,2023-03-21,12,1932.25,66,0.18181818181818182,6.0856613897514595
C005,2023-03-22,24,3629.1,66,0.36363636363636365,29.500035150108026
C005,2023-03-23,19,3041.26,66,0.2878787878787879,18.55035776910889
C005,2023-03-24,23,2279.4,66,0.3484848484848485,16.181133746931103
C005,2023-03-25,23,2756.1,66,0.3484848484848485,27.345866544754706
C005,2023-03-26,18,2846.77,66,0.2727272727272727,15.63766739922387
C005,2023-03-27,22,2636.73,66,0.3333333333333333,19.09266208357679
C005,2023-03-28,14,2480.03,66,0.21212121212121213,9.55236991467347
C005,2023-03-29,16,1075.59,66,0.24242424242424243,14.508667139326917
C005,2023-03-30,9,1608.19,66,0.13636363636363635,14.118239935889035
C005,2023-03-31,17,2674.51,66,0.25757575757575757,24.482543294683126
C005,2023-04-01,24,4107.29,66,0.36363636363636365,19.654357630524206
C005,2023-04-02,26,2802.89,66,0.3939393939393939,15.773181679805175
C005,2023-04-03,17,2203.04,66,0.25757575757575757,11.092521356732822
C005,2023-04-04,22,5127.54,66,0.3333333333333333,10.11669281371412
C005,2023-04-05,18,1586.95,66,0.2727272727272727,7.40890744526012
C005,2023-04-06,18,3391.56,66,0.2727272727272727,16.142897741957356
C005,2023-04-07,19,1198.77,66,0.2878787878787879,25.572765260217004
C005,2023-04-08,26,3015.53,66,0.3939393939393939,14.936925765809882
C005,2023-04-09,20,1830.87,66,0.30303030303030304,19.965830530657627
C005,2023-04-10,17,3221.6800000000003,66,0.25757575757575757,23.81187480140484
C005,2023-04-11,20,2869.36,66,0.30303030303030304,22.35802417556148
C005,2023-04-12,22,1882.61,66,0.3333333333333333,20.1942683757574
C005,2023-04-13,17,1838.44,66,0.25757575757575757,13.605774239396453
C005,2023-04-14,20,2978.32,66,0.30303030303030304,25.771548569168502
C005,2023-04-15,28,5471.69,66,0.42424242424242425,28.901152230587808
C005,2023-04-16,17,2617.2,66,0.25757575757575757,20.194783660124934
C005,2023-04-17,26,3892.24,66,0.3939393939393939,33.966769914131206
C005,2023-04-18,15,2232.69,66,0.22727272727272727,29.498512144554894
C005,2023-04-19,25,3392.98,66,0.3787878787878788,28.944449623197062
C005,2023-04-20,25,3441.3,66,0.3787878787878788,19.14699038093111
C005,2023-04-21,23,2703.84,66,0.3484848484848485,23.188370374934753
C005,2023-04-22,18,2142.61,66,0.2727272727272727,13.797174956212178
C005,2023-04-23,23,1994.28,66,0.3484848484848485,20.02328429474428
C005,2023-04-24,19,2558.65,66,0.2878787878787879,14.013921285546575
C005,2023-04-25,15,2313.97,66,0.22727272727272727,7.28729475560779
C005,2023-04-26,21,3524.47,66,0.3181818181818182,15.847896977621081
C005,2023-04-27,23,2649.4100000000003,66,0.3484848484848485,19.709395276654533
C005,2023-04-28,20,2685.38,66,0.30303030303030304,21.00284700835909
C005,2023-04-29,23,5845.7,66,0.3484848484848485,23.72881464104448
C005,2023-04-30,22,2952.05,66,0.3333333333333333,15.91579894485616
C005,2023-05-01,21,4686.18,66,0.3181818181818182,24.483608341951665
C005,2023-05-02,19,5446.96,66,0.2878787878787879,19.103645229859392
C005,2023-05-03,17,1550.5900000000001,66,0.25757575757575757,14.834864330447267
C005,2023-05-04,15,3160.75,66,0.22727272727272727,11.538221633595699
C005,2023-05-05,22,4430.35,66,0.3333333333333333,22.60095009160473
C005,2023-05-06,24,3688.67,66,0.36363636363636365,25.899958937830124
C005,2023-05-07,23,5177.59,66,0.3484848484848485,12.837809187069023
C005,2023-05-08,22,3640.17,66,0.3333333333333333,20.97271447691137
C005,2023-05-09,22,2971.02,66,0.3333333333333333,18.45498876779535
C005,2023-05-10,18,2708.32,66,0.2727272727272727,8.83630920994277
C005,2023-05-11,24,2724.48,66,0.36363636363636365,28.305848833916457
C005,2023-05-12,27,4200.64,66,0.4090909090909091,29.40944513456658
C005,2023-05-13,19,2011.35,66,0.2878787878787879,16.122808237473023
C005,2023-05-14,19,1687.39,66,0.2878787878787879,17.12948630060842
C005,2023-05-15,14,1657.56,66,0.21212121212121213,10.636994072702727
C005,2023-05-16,19,3750.9700000000003,66,0.2878787878787879,20.280498645605594
C005,2023-05-17,15,1914.97,66,0.22727272727272727,21.985380643491762
C005,2023-05-18,22,6164.280000000001,66,0.3333333333333333,15.333339486296936
C005,2023-05-19,21,2217.9900000000002,66,0.3181818181818182,17.242058107374557
C005,2023-05-20,18,3671.4300000000003,66,0.2727272727272727,23.266729240685446
C005,2023-05-21,25,3922.44,66,0.3787878787878788,31.22339133726659
C005,2023-05-22,17,989.5,66,0.25757575757575757,32.50833819389935
C005,2023-05-23,25,4607.59,66,0.3787878787878788,24.298571891617655
C005,2023-05-24,21,4992.4400000000005,66,0.3181818181818182,23.435122032413723
C005,2023-05-25,22,3010.58,66,0.3333333333333333,16.93659100842861
C005,2023-05-26,27,4045.33,66,0.4090909090909091,27.694242445428152
C005,2023-05-27,28,3892.67,66,0.42424242424242425,29.650737526424745
C005,2023-05-28,21,2771.68,66,0.3181818181818182,27.271199363994967
C005,2023-05-29,20,3865.48,66,0.30303030303030304,25.650588672178312
C005,2023-05-30,19,2704.5299999999997,66,0.2878787878787879,17.56285928661276
C005,2023-05-31,19,2832.02,66,0.2878787878787879,16.226124125924013
C005,2023-06-01,16,2339.8999999999996,66,0.24242424242424243,16.550079341238092
C005,2023-06-02,20,3849.86,66,0.30303030303030304,15.748863320087292
C005,2023-06-03,21,6480.08,66,0.3181818181818182,23.588803434711412
C005,2023-06-04,21,2542.34,66,0.3181818181818182,26.631043687777755
C005,2023-06-05,15,1516.77,66,0.22727272727272727,13.234734881505231
C005,2023-06-06,21,2700.01,66,0.3181818181818182,22.598251266158005
C005,2023-06-07,16,1164.72,66,0.24242424242424243,9.7291160906124
C005,2023-06-08,9,906.8,66,0.13636363636363635,11.253901910519284
C005,2023-06-09,21,3575.34,66,0.3181818181818182,25.768905182332997
C005,2023-06-10,25,3496.89,66,0.3787878787878788,25.783911729009176
C005,2023-06-11,26,4152.3099999999995,66,0.3939393939393939,26.356532023571862
C005,2023-06-12,17,4531.11,66,0.25757575757575757,23.291795797491055
C005,2023-06-13,14,1824.17,66,0.21212121212121213,16.804279798105515
C005,2023-06-14,17,4332.55,66,0.25757575757575757,15.118030368792871
C005,2023-06-15,17,2491.95,66,0.25757575757575757,11.819258940171224
C005,2023-06-16,18,2129.18,66,0.2727272727272727,15.188737379696647
C005,2023-06-17,21,3569.31,66,0.3181818181818182,26.37975197155022
C005,2023-06-18,28,4140.9400000000005,66,0.42424242424242425,18.69395334414809
C005,2023-06-19,19,4708.08,66,0.2878787878787879,23.648817309868456
C005,2023-06-20,20,3811.98,66,0.30303030303030304,22.232576354555263
C005,2023-06-21,17,2572.0299999999997,66,0.25757575757575757,13.595025165728181
C005,2023-06-22,16,2641.82,66,0.24242424242424243,19.047182011373028
C005,2023-06-23,17,2328.65,66,0.25757575757575757,19.433494910194845
C005,2023-06-24,24,2995.7,66,0.36363636363636365,26.331312606852677
C005,2023-06-25,20,4949.54,66,0.30303030303030304,13.829944945839358
C005,2023-06-26,14,3082.7400000000002,66,0.21212121212121213,16.740257274700227
C005,2023-06-27,17,2786.46,66,0.25757575757575757,18.337936602102126
C005,2023-06-28,21,5670.21,66,0.3181818181818182,16.706858467062357
C005,2023-06-29,13,3616.72,66,0.19696969696969696,17.53586020834452
C005,2023-06-30,17,2757.3,66,0.25757575757575757,16.96452792156477
C005,2023-07-01,19,3781.7400000000002,66,0.2878787878787879,17.23593825604103
C005,2023-07-02,22,3078.9,66,0.3333333333333333,23.648501032391533
C005,2023-07-03,22,1662.42,66,0.3333333333333333,20.100527850815524
C005,2023-07-04,19,4324.26,66,0.2878787878787879,20.94833540054845
C005,2023-07-05,15,2425.35,66,0.22727272727272727,18.920355326750567
C005,2023-07-06,20,3580.92,66,0.30303030303030304,14.37022403022028
C005,2023-07-07,15,1744.09,66,0.22727272727272727,19.33176015074037
C005,2023-07-08,24,2975.55,66,0.36363636363636365,22.537155474076144
C005,2023-07-09,19,2773.56,66,0.2878787878787879,14.415390892408496
C005,2023-07-10,25,3876.5099999999998,66,0.3787878787878788,8.13146709518319
C005,2023-07-11,11,912.85,66,0.16666666666666666,6.015030274241983
C005,2023-07-12,19,2200.94,66,0.2878787878787879,12.751463220195266
C005,2023-07-13,20,4325.93,66,0.30303030303030304,13.715006483747022
C005,2023-07-14,21,1801.27,66,0.3181818181818182,18.904396053154375
C005,2023-07-15,28,3230.15,66,0.42424242424242425,29.946964181110655
C005,2023-07-16,20,5146.2,66,0.30303030303030304,16.056505368544364
C005,2023-07-17,14,2894.87,66,0.21212121212121213,8.473382933206327
C005,2023-07-18,20,4555.26,66,0.30303030303030304,24.139272589220482
C005,2023-07-19,22,2321.69,66,0.3333333333333333,31.291003801390204
C005,2023-07-20,17,3347.02,66,0.25757575757575757,19.969630616291106
C005,2023-07-21,22,1981.49,66,0.3333333333333333,25.940706058864304
C005,2023-07-22,18,3102.17,66,0.2727272727272727,12.257629789644579
C005,2023-07-23,27,4924.09,66,0.4090909090909091,19.260957080245102
C005,2023-07-24,17,2028.85,66,0.25757575757575757,23.401214316468383
C005,2023-07-25,14,2161.15,66,0.21212121212121213,20.70323898210827
C005,2023-07-26,14,3452.85,66,0.21212121212121213,20.633543080023315
C005,2023-07-27,19,2384.9,66,0.2878787878787879,12.592480515891967
C005,2023-07-28,18,2279.17,66,0.2727272727272727,11.874964553990043
C005,2023-07-29,20,2924.98,66,0.30303030303030304,11.059155928717804
C005,2023-07-30,24,3774.0,66,0.36363636363636365,23.07417486023189
C005,2023-07-31,21,2075.35,66,0.3181818181818182,18.922852151892883
C005,2023-08-01,19,2862.58,66,0.2878787878787879,20.822416704073326
C005,2023-08-02,23,2788.71,66,0.3484848484848485,27.8285714078004
C005,2023-08-03,23,4636.52,66,0.3484848484848485,21.971184103402628
C005,2023-08-04,18,3323.06,66,0.2727272727272727,16.734602374838047
C005,2023-08-05,14,1358.17,66,0.21212121212121213,20.83175200508923
C005,2023-08-06,20,1615.69,66,0.30303030303030304,23.145002993594275
C005,2023-08-07,16,3181.74,66,0.24242424242424243,24.469653269671436
C005,2023-08-08,18,1544.6,66,0.2727272727272727,13.272763105946492
C005,2023-08-09,20,3999.55,66,0.30303030303030304,5.226313228953407
