pet_id,customer_id,pet_type,pet_breed,pet_age,pet_age_group,primary_clinic,visits_per_pet,revenue_per_pet,avg_visit_cost_pet,first_visit_date,last_visit_date,pet_lifetime_days,revenue_per_visit_pet,number_of_pets,total_customer_visits,total_customer_revenue,first_customer_visit,last_customer_visit,customer_lifetime_days
P000653,CU07658,Gato,Scottish Fold,2,Joven,C022,17,3853.99,226.70529411764704,2020-06-06,2024-12-30,1668,226.70529411764704,3,66,11675.56,2020-04-12,2024-12-30,1723
P000654,CU05209,Perro,Pomerania,0,Joven,C012,65,9752.42,150.03723076923077,2020-01-03,2024-11-16,1779,150.03723076923077,3,116,17972.04,2020-01-03,2024-11-23,1786
P000655,CU13224,Gato,Scottish Fold,6,Adulto,C039,22,2942.41,133.7459090909091,2020-03-05,2024-08-08,1617,133.7459090909091,4,142,21098.65,2020-01-25,2024-12-26,1797
P000656,CU07693,Exótico,Serpiente,0,Joven,C040,21,2597.0,123.66666666666667,2020-03-31,2024-08-25,1608,123.66666666666667,2,64,8574.939999999999,2020-02-23,2024-11-27,1739
P000657,CU07125,Perro,Cocker Spaniel,7,Adulto,C038,40,9917.65,247.94125,2020-03-20,2024-11-18,1704,247.94125,3,84,14712.56,2020-02-01,2024-11-23,1757
P000658,CU17619,Gato,Abisinio,10,Senior,C035,39,4492.78,115.19948717948718,2020-02-18,2024-12-04,1751,115.19948717948718,2,51,9050.55,2020-02-18,2024-12-04,1751
P000659,CU11152,Perro,Bulldog Francés,6,Adulto,C040,38,4537.67,119.41236842105263,2020-04-18,2024-10-10,1636,119.41236842105263,1,38,4537.67,2020-04-18,2024-10-10,1636
P000660,CU01933,Gato,Gato Doméstico de Pelo Corto,0,Joven,C037,18,1685.27,93.62611111111111,2020-01-01,2024-08-10,1683,93.62611111111111,2,35,3422.95,2020-01-01,2024-11-07,1772
P000661,CU05510,Perro,Akita,8,Adulto,C004,37,6293.9,170.1054054054054,2020-03-07,2024-12-21,1750,170.1054054054054,2,83,12501.56,2020-01-24,2024-12-21,1793
P000662,CU17959,Exótico,Erizo,5,Adulto,C038,18,3394.71,188.595,2020-03-19,2024-12-28,1745,188.595,3,100,12374.66,2020-01-16,2024-12-28,1808
P000663,CU03263,Perro,Boston Terrier,2,Joven,C045,40,7032.94,175.8235,2020-02-02,2024-12-28,1791,175.8235,4,113,17845.079999999998,2020-01-19,2024-12-28,1805
P000664,CU06902,Gato,Bengalí,2,Joven,C032,20,1464.49,73.2245,2020-01-22,2024-11-15,1759,73.2245,3,58,7094.53,2020-01-22,2024-11-15,1759
P000665,CU06856,Perro,Akita,2,Joven,C010,30,7654.67,255.15566666666666,2020-05-01,2024-10-11,1624,255.15566666666666,2,72,11335.65,2020-03-15,2024-11-08,1699
P000666,CU14080,Perro,Pastor Australiano,7,Adulto,C031,47,11447.51,243.56404255319148,2020-01-04,2024-11-25,1787,243.56404255319148,2,106,19847.760000000002,2020-01-04,2024-12-13,1805
P000667,CU16733,Gato,Bosque de Noruega,5,Adulto,C020,15,1022.4,68.16,2020-01-30,2024-09-30,1705,68.16,2,34,4214.34,2020-01-01,2024-10-23,1757
P000668,CU11670,Gato,Oriental de Pelo Corto,0,Joven,C042,17,2506.61,147.44764705882355,2020-05-16,2024-12-03,1662,147.44764705882355,2,43,6324.4,2020-03-17,2024-12-03,1722
P000669,CU08113,Gato,Oriental de Pelo Corto,2,Joven,C001,23,3508.08,152.52521739130435,2020-04-09,2024-12-31,1727,152.52521739130435,2,49,6032.23,2020-01-18,2024-12-31,1809
P000670,CU00911,Perro,San Bernardo,2,Joven,C008,37,7268.47,196.44513513513513,2020-01-23,2024-11-15,1758,196.44513513513513,1,37,7268.47,2020-01-23,2024-11-15,1758
P000671,CU06130,Exótico,Iguana,2,Joven,C026,17,2776.65,163.33235294117648,2020-02-24,2024-09-24,1674,163.33235294117648,3,69,10102.16,2020-01-05,2024-12-18,1809
P000672,CU01135,Exótico,Iguana,2,Joven,C037,8,682.14,85.2675,2020-02-15,2024-09-15,1674,85.2675,1,8,682.14,2020-02-15,2024-09-15,1674
P000673,CU08348,Gato,Sphynx,0,Joven,C017,24,3030.08,126.25333333333333,2020-03-09,2024-09-16,1652,126.25333333333333,4,145,20774.1,2020-01-14,2024-12-27,1809
P000674,CU00871,Exótico,Hámster,3,Adulto,C029,14,2889.12,206.3657142857143,2020-01-10,2024-08-13,1677,206.3657142857143,1,14,2889.12,2020-01-10,2024-08-13,1677
P000675,CU01118,Perro,Gran Danés,5,Adulto,C015,32,5849.08,182.78375,2020-02-02,2024-05-26,1575,182.78375,5,164,23933.25,2020-01-10,2024-11-14,1770
P000676,CU03436,Perro,Basset Hound,0,Joven,C030,27,3719.28,137.75111111111113,2020-02-22,2024-10-14,1696,137.75111111111113,2,61,9416.78,2020-02-04,2024-11-29,1760
P000677,CU01849,Perro,Boyero de Berna,2,Joven,C032,26,4609.67,177.29500000000002,2020-04-13,2024-10-05,1636,177.29500000000002,1,26,4609.67,2020-04-13,2024-10-05,1636
P000678,CU01807,Perro,Border Collie,7,Adulto,C014,49,7077.55,144.43979591836734,2020-01-19,2024-12-31,1808,144.43979591836734,4,163,24866.64,2020-01-05,2024-12-31,1822
P000679,CU13305,Gato,British Shorthair,5,Adulto,C043,24,3509.94,146.2475,2020-02-21,2024-08-17,1639,146.2475,3,63,7235.0599999999995,2020-01-20,2024-12-29,1805
P000680,CU03304,Perro,Pomerania,6,Adulto,C011,11,1304.99,118.63545454545455,2020-08-07,2023-07-02,1059,118.63545454545455,1,11,1304.99,2020-08-07,2023-07-02,1059
P000681,CU15199,Gato,Scottish Fold,7,Adulto,C023,12,1681.54,140.12833333333333,2020-09-06,2024-10-06,1491,140.12833333333333,1,12,1681.54,2020-09-06,2024-10-06,1491
P000682,CU09784,Perro,Maltés,10,Senior,C038,48,7931.0,165.22916666666666,2020-02-03,2024-12-29,1791,165.22916666666666,3,82,13408.23,2020-01-13,2024-12-29,1812
P000683,CU00192,Perro,Rottweiler,2,Joven,C011,18,3069.62,170.53444444444443,2020-05-16,2024-09-11,1579,170.53444444444443,3,57,8422.91,2020-02-19,2024-11-24,1740
P000684,CU12392,Exótico,Gecko,7,Adulto,C017,10,1553.6,155.35999999999999,2020-03-14,2024-05-06,1514,155.35999999999999,2,29,3389.91,2020-01-07,2024-12-01,1790
P000685,CU09222,Gato,Bengalí,7,Adulto,C037,18,2114.38,117.46555555555557,2020-02-07,2024-12-30,1788,117.46555555555557,2,45,7230.12,2020-02-07,2024-12-30,1788
P000686,CU11990,Perro,Gran Danés,0,Joven,C036,34,5972.21,175.65323529411765,2020-01-25,2024-10-02,1712,175.65323529411765,5,206,36078.15,2020-01-25,2024-12-27,1798
P000687,CU00308,Gato,Gato Doméstico de Pelo Corto,7,Adulto,C046,51,5395.26,105.78941176470589,2020-04-07,2024-12-19,1717,105.78941176470589,2,58,6254.63,2020-04-07,2024-12-19,1717
P000688,CU06227,Perro,Golden Retriever,9,Senior,C046,83,11476.380000000001,138.26963855421687,2020-01-04,2024-12-16,1808,138.26963855421687,1,83,11476.380000000001,2020-01-04,2024-12-16,1808
P000689,CU14331,Gato,Scottish Fold,7,Adulto,C012,37,5876.45,158.82297297297296,2020-03-10,2024-04-28,1510,158.82297297297296,4,96,13511.33,2020-01-26,2024-12-18,1788
P000690,CU13256,Exótico,Hámster,3,Adulto,C004,16,2419.0499999999997,151.19062499999998,2020-03-29,2024-09-29,1645,151.19062499999998,3,59,8459.619999999999,2020-02-23,2024-11-27,1739
P000691,CU11756,Perro,Chihuahua,5,Adulto,C024,59,8085.12,137.03593220338982,2020-03-21,2024-12-13,1728,137.03593220338982,2,82,9634.3,2020-02-07,2024-12-13,1771
P000692,CU09591,Exótico,Serpiente,1,Joven,C034,10,812.49,81.249,2020-01-11,2024-08-30,1693,81.249,1,10,812.49,2020-01-11,2024-08-30,1693
P000693,CU05699,Perro,Boyero de Berna,8,Adulto,C040,33,6214.43,188.3160606060606,2020-03-26,2024-12-13,1723,188.3160606060606,1,33,6214.43,2020-03-26,2024-12-13,1723
P000694,CU11274,Perro,San Bernardo,7,Adulto,C005,76,9907.15,130.35723684210527,2020-01-30,2024-12-30,1796,130.35723684210527,2,96,12330.869999999999,2020-01-24,2024-12-30,1802
P000695,CU10704,Gato,Persa,6,Adulto,C026,18,2336.0699999999997,129.78166666666664,2020-01-14,2024-08-28,1688,129.78166666666664,2,56,6224.42,2020-01-14,2024-09-24,1715
P000696,CU13999,Perro,Maltés,1,Joven,C020,16,2053.55,128.346875,2020-03-29,2024-10-11,1657,128.346875,1,16,2053.55,2020-03-29,2024-10-11,1657
P000697,CU12428,Exótico,Iguana,3,Adulto,C025,9,1199.65,133.29444444444445,2020-01-17,2024-11-14,1763,133.29444444444445,1,9,1199.65,2020-01-17,2024-11-14,1763
P000698,CU04766,Exótico,Loro,4,Adulto,C025,9,1902.83,211.42555555555555,2020-07-14,2024-07-07,1454,211.42555555555555,2,79,10236.87,2020-01-05,2024-12-10,1801
P000699,CU05553,Gato,Ragdoll,5,Adulto,C038,27,4747.2,175.82222222222222,2020-03-08,2024-10-16,1683,175.82222222222222,1,27,4747.2,2020-03-08,2024-10-16,1683
P000700,CU05885,Perro,Shih Tzu,10,Senior,C015,40,8529.97,213.24925,2020-01-28,2024-09-26,1703,213.24925,2,79,14657.529999999999,2020-01-28,2024-11-22,1760
P000701,CU09176,Perro,Caniche,3,Adulto,C044,33,4053.4,122.83030303030303,2020-02-04,2024-12-23,1784,122.83030303030303,2,53,6901.55,2020-02-04,2024-12-23,1784
P000702,CU08663,Gato,Siamés,4,Adulto,C021,18,1631.7,90.65,2020-06-17,2024-10-25,1591,90.65,2,35,5540.47,2020-01-14,2024-10-25,1746
P000703,CU13027,Perro,Basset Hound,2,Joven,C010,25,5570.01,222.8004,2020-01-25,2024-11-03,1744,222.8004,3,92,14648.45,2020-01-25,2024-12-20,1791
P000704,CU07348,Perro,Basset Hound,9,Senior,C011,19,3715.61,195.5584210526316,2020-06-05,2024-12-03,1642,195.5584210526316,1,19,3715.61,2020-06-05,2024-12-03,1642
P000705,CU04669,Gato,Scottish Fold,1,Joven,C045,27,2580.7599999999998,95.58370370370369,2020-03-26,2024-11-17,1697,95.58370370370369,1,27,2580.7599999999998,2020-03-26,2024-11-17,1697
P000706,CU13158,Perro,Dachshund,12,Senior,C048,27,4325.34,160.1977777777778,2020-04-19,2024-12-25,1711,160.1977777777778,2,53,6131.3,2020-02-23,2024-12-25,1767
P000707,CU14012,Gato,Azul Ruso,2,Joven,C026,17,1922.32,113.07764705882353,2020-08-23,2024-12-17,1577,113.07764705882353,2,38,4825.0199999999995,2020-03-08,2024-12-17,1745
P000708,CU10957,Perro,Boyero de Berna,5,Adulto,C028,21,2728.86,129.9457142857143,2020-02-23,2024-06-27,1586,129.9457142857143,2,78,10808.51,2020-01-01,2024-12-19,1814
P000709,CU03962,Gato,Sphynx,4,Adulto,C047,18,1814.32,100.79555555555555,2020-02-10,2024-09-03,1667,100.79555555555555,3,75,9425.52,2020-01-30,2024-11-23,1759
P000710,CU13559,Perro,Akita,6,Adulto,C012,53,6712.17,126.64471698113208,2020-01-21,2024-12-24,1799,126.64471698113208,3,111,18664.59,2020-01-03,2024-12-24,1817
P000711,CU17281,Perro,Rottweiler,5,Adulto,C042,18,2163.9,120.21666666666667,2020-08-26,2024-11-25,1552,120.21666666666667,3,57,8636.25,2020-01-02,2024-11-25,1789
P000712,CU06838,Gato,Devon Rex,5,Adulto,C017,22,2463.72,111.98727272727272,2020-07-05,2024-08-02,1489,111.98727272727272,2,49,7425.25,2020-01-31,2024-11-03,1738
P000713,CU04118,Perro,Border Collie,3,Adulto,C017,34,4379.14,128.79823529411766,2020-05-03,2024-12-24,1696,128.79823529411766,2,65,10553.44,2020-02-07,2024-12-24,1782
P000714,CU04625,Perro,Border Collie,6,Adulto,C017,35,4172.22,119.20628571428573,2020-01-11,2024-08-28,1691,119.20628571428573,1,35,4172.22,2020-01-11,2024-08-28,1691
P000715,CU16550,Perro,Shih Tzu,5,Adulto,C014,40,9199.17,229.97925,2020-01-25,2024-12-17,1788,229.97925,1,40,9199.17,2020-01-25,2024-12-17,1788
P000716,CU09455,Perro,Chihuahua,7,Adulto,C027,54,6447.07,119.39018518518517,2020-01-29,2024-12-20,1787,119.39018518518517,1,54,6447.07,2020-01-29,2024-12-20,1787
P000717,CU16653,Perro,Boston Terrier,3,Adulto,C023,24,4288.62,178.6925,2020-03-29,2024-07-12,1566,178.6925,3,73,10553.25,2020-01-18,2024-12-29,1807
P000718,CU07385,Gato,Devon Rex,5,Adulto,C005,42,3969.7,94.51666666666667,2020-01-11,2024-12-26,1811,94.51666666666667,3,126,18811.45,2020-01-11,2024-12-26,1811
P000719,CU17370,Perro,Bulldog,8,Adulto,C004,41,8265.41,201.59536585365854,2020-02-10,2024-11-21,1746,201.59536585365854,2,48,8761.82,2020-02-10,2024-11-21,1746
P000720,CU06929,Exótico,Iguana,9,Senior,C044,17,2751.66,161.86235294117645,2020-07-09,2024-11-08,1583,161.86235294117645,1,17,2751.66,2020-07-09,2024-11-08,1583
P000721,CU11127,Perro,Gran Danés,5,Adulto,C035,43,6050.34,140.70558139534884,2020-01-10,2024-12-11,1797,140.70558139534884,2,79,9935.12,2020-01-02,2024-12-11,1805
P000722,CU09891,Perro,Cocker Spaniel,4,Adulto,C044,27,6601.88,244.51407407407407,2020-03-17,2024-11-04,1693,244.51407407407407,2,65,10690.68,2020-02-04,2024-11-08,1739
P000723,CU14232,Gato,Gato Doméstico de Pelo Corto,9,Senior,C006,39,7819.2699999999995,200.49410256410255,2020-01-19,2024-12-29,1806,200.49410256410255,1,39,7819.2699999999995,2020-01-19,2024-12-29,1806
P000724,CU15162,Perro,Caniche,3,Adulto,C048,30,7574.71,252.49033333333333,2020-04-15,2024-12-25,1715,252.49033333333333,1,30,7574.71,2020-04-15,2024-12-25,1715
P000725,CU14063,Perro,Rottweiler,5,Adulto,C004,43,7354.58,171.03674418604652,2020-05-08,2024-12-15,1682,171.03674418604652,2,55,8406.81,2020-04-13,2024-12-15,1707
P000726,CU04525,Perro,Border Collie,4,Adulto,C002,26,3410.69,131.1803846153846,2020-02-16,2024-11-19,1738,131.1803846153846,2,62,9806.56,2020-02-01,2024-12-05,1769
P000727,CU13599,Perro,Rottweiler,10,Senior,C009,56,7729.75,138.03125,2020-01-30,2024-09-10,1685,138.03125,3,96,15710.0,2020-01-30,2024-12-20,1786
P000728,CU03559,Perro,Rottweiler,5,Adulto,C007,44,5945.83,135.1325,2020-02-03,2024-12-11,1773,135.1325,3,101,14675.35,2020-02-03,2024-12-22,1784
P000729,CU03576,Perro,Beagle,9,Senior,C035,41,6048.09,147.51439024390245,2020-02-01,2024-11-05,1739,147.51439024390245,3,89,13907.66,2020-02-01,2024-12-26,1790
P000730,CU09674,Perro,Maltés,9,Senior,C005,74,10927.99,147.67554054054054,2020-01-15,2024-12-26,1807,147.67554054054054,3,134,17787.6,2020-01-15,2024-12-26,1807
P000731,CU16245,Perro,Pastor Alemán,4,Adulto,C005,73,12479.369999999999,170.95027397260273,2020-01-01,2024-11-29,1794,170.95027397260273,2,126,23756.28,2020-01-01,2024-12-31,1826
P000732,CU10590,Perro,Shih Tzu,5,Adulto,C044,29,6495.400000000001,223.9793103448276,2020-01-30,2024-12-24,1790,223.9793103448276,3,116,16999.77,2020-01-10,2024-12-24,1810
P000733,CU03165,Exótico,Chinchilla,4,Adulto,C032,11,1579.63,143.6027272727273,2020-09-24,2024-12-20,1548,143.6027272727273,3,92,13307.39,2020-01-20,2024-12-30,1806
P000734,CU04553,Perro,Bóxer,8,Adulto,C006,33,5024.3,152.25151515151515,2020-02-29,2024-11-08,1714,152.25151515151515,3,122,17363.45,2020-01-19,2024-12-19,1796
P000735,CU02672,Gato,Devon Rex,9,Senior,C005,58,7159.08,123.43241379310345,2020-01-30,2024-10-29,1734,123.43241379310345,2,93,12988.18,2020-01-13,2024-10-29,1751
P000736,CU17110,Gato,Persa,2,Joven,C022,24,3543.99,147.66625,2020-02-20,2024-12-11,1756,147.66625,2,60,8661.51,2020-02-20,2024-12-11,1756
P000737,CU17601,Perro,Cocker Spaniel,2,Joven,C042,20,3140.5499999999997,157.02749999999997,2020-01-24,2024-12-13,1785,157.02749999999997,2,39,6306.3099999999995,2020-01-24,2024-12-29,1801
P000738,CU13705,Gato,Sphynx,11,Senior,C014,32,3303.38,103.230625,2020-01-10,2024-11-18,1774,103.230625,1,32,3303.38,2020-01-10,2024-11-18,1774
P000739,CU16609,Perro,Dachshund,4,Adulto,C023,21,1917.3600000000001,91.30285714285715,2020-04-02,2024-10-21,1663,91.30285714285715,3,75,9488.23,2020-01-04,2024-10-21,1752
P000740,CU12318,Gato,Siamés,7,Adulto,C045,21,3240.14,154.29238095238094,2020-02-07,2024-10-16,1713,154.29238095238094,1,21,3240.14,2020-02-07,2024-10-16,1713
P000741,CU02416,Perro,Husky Siberiano,2,Joven,C041,40,6425.78,160.6445,2020-01-28,2024-10-13,1720,160.6445,4,127,19994.94,2020-01-01,2024-12-23,1818
P000742,CU01049,Gato,Maine Coon,4,Adulto,C048,9,1023.4100000000001,113.71222222222224,2020-04-08,2024-12-29,1726,113.71222222222224,2,23,2869.05,2020-03-09,2024-12-29,1756
P000743,CU07906,Perro,Gran Danés,6,Adulto,C012,57,10835.95,190.1043859649123,2020-01-09,2024-12-14,1801,190.1043859649123,1,57,10835.95,2020-01-09,2024-12-14,1801
P000744,CU14457,Perro,Boyero de Berna,3,Adulto,C011,20,2752.74,137.637,2020-03-20,2024-08-10,1604,137.637,2,37,6935.719999999999,2020-03-20,2024-08-25,1619
P000745,CU17938,Gato,Azul Ruso,4,Adulto,C044,17,1801.23,105.95470588235294,2020-05-07,2024-07-21,1536,105.95470588235294,2,42,5996.799999999999,2020-01-25,2024-08-19,1668
P000746,CU04587,Perro,Cocker Spaniel,5,Adulto,C042,30,2625.69,87.523,2020-03-26,2024-12-12,1722,87.523,1,30,2625.69,2020-03-26,2024-12-12,1722
P000747,CU16460,Perro,Bulldog Francés,5,Adulto,C027,44,8939.36,203.16727272727275,2020-03-05,2024-12-04,1735,203.16727272727275,2,72,13390.5,2020-03-05,2024-12-04,1735
P000748,CU04687,Perro,Beagle,6,Adulto,C047,31,6657.7,214.76451612903224,2020-08-04,2024-09-19,1507,214.76451612903224,3,94,17678.21,2020-03-27,2024-11-11,1690
P000749,CU12206,Perro,Doberman,1,Joven,C017,36,4100.25,113.89583333333333,2020-02-19,2024-08-31,1655,113.89583333333333,2,74,11338.16,2020-02-19,2024-12-14,1760
P000750,CU05957,Perro,Bulldog Francés,4,Adulto,C028,33,4312.35,130.67727272727274,2020-04-02,2024-12-09,1712,130.67727272727274,2,62,9554.92,2020-01-04,2024-12-09,1801
P000751,CU15973,Perro,Cocker Spaniel,8,Adulto,C037,23,3017.36,131.1895652173913,2020-01-10,2024-12-14,1800,131.1895652173913,3,119,19874.09,2020-01-02,2024-12-25,1819
P000752,CU03983,Perro,Shih Tzu,1,Joven,C019,47,7523.01,160.06404255319148,2020-02-13,2024-12-28,1780,160.06404255319148,3,127,19402.55,2020-01-08,2024-12-29,1817
P000753,CU12749,Perro,Caniche,3,Adulto,C020,23,3839.85,166.95,2020-07-12,2024-10-12,1553,166.95,5,155,22643.16,2020-01-04,2024-11-27,1789
P000754,CU14617,Perro,Bulldog Francés,6,Adulto,C002,18,2578.24,143.23555555555555,2020-01-29,2024-12-08,1775,143.23555555555555,2,43,6074.86,2020-01-29,2024-12-08,1775
P000755,CU02966,Perro,Maltés,9,Senior,C013,85,8559.27,100.69729411764706,2020-01-04,2024-12-14,1806,100.69729411764706,2,109,10655.79,2020-01-02,2024-12-14,1808
P000756,CU09022,Exótico,Hurón,2,Joven,C022,9,1047.65,116.40555555555557,2021-04-04,2023-12-12,982,116.40555555555557,1,9,1047.65,2021-04-04,2023-12-12,982
P000757,CU00692,Gato,Maine Coon,7,Adulto,C015,19,2428.34,127.80736842105264,2020-05-19,2024-11-05,1631,127.80736842105264,2,32,4943.55,2020-05-19,2024-11-16,1642
P000758,CU08340,Gato,Maine Coon,6,Adulto,C050,23,3069.3,133.44782608695652,2020-03-02,2024-09-22,1665,133.44782608695652,2,48,7513.95,2020-01-11,2024-09-22,1716
P000759,CU15947,Perro,Bulldog Francés,3,Adulto,C042,15,2856.2,190.41333333333333,2020-01-18,2024-09-20,1707,190.41333333333333,2,49,8123.94,2020-01-08,2024-09-20,1717
P000760,CU06793,Perro,Beagle,4,Adulto,C004,39,5647.56,144.80923076923077,2020-01-16,2024-12-15,1795,144.80923076923077,1,39,5647.56,2020-01-16,2024-12-15,1795
P000761,CU01171,Perro,Golden Retriever,8,Adulto,C019,43,7925.09,184.30441860465118,2020-01-11,2024-10-21,1745,184.30441860465118,2,69,11768.51,2020-01-03,2024-12-31,1824
P000762,CU00288,Gato,Maine Coon,5,Adulto,C010,16,2068.19,129.261875,2020-12-30,2024-10-17,1387,129.261875,4,108,13645.41,2020-01-18,2024-12-26,1804
P000763,CU16514,Gato,British Shorthair,8,Adulto,C046,42,3582.65,85.30119047619048,2020-02-15,2024-12-30,1780,85.30119047619048,3,101,9826.14,2020-01-12,2024-12-30,1814
P000764,CU14759,Exótico,Erizo,5,Adulto,C024,40,4760.4400000000005,119.01100000000001,2020-03-22,2024-09-29,1652,119.01100000000001,2,91,13218.66,2020-01-03,2024-12-14,1807
P000765,CU02177,Perro,Boston Terrier,2,Joven,C042,15,1248.35,83.22333333333333,2020-03-07,2024-12-07,1736,83.22333333333333,4,106,14251.3,2020-03-07,2024-12-19,1748
P000766,CU16132,Perro,Gran Danés,2,Joven,C040,45,6970.09,154.8908888888889,2020-01-12,2024-12-11,1795,154.8908888888889,1,45,6970.09,2020-01-12,2024-12-11,1795
P000767,CU09010,Gato,Oriental de Pelo Corto,7,Adulto,C033,31,2996.35,96.65645161290323,2020-01-10,2024-11-18,1774,96.65645161290323,3,111,17520.54,2020-01-10,2024-12-15,1801
P000768,CU09037,Gato,Bengalí,4,Adulto,C042,17,2494.28,146.7223529411765,2020-02-29,2024-06-15,1568,146.7223529411765,1,17,2494.28,2020-02-29,2024-06-15,1568
P000769,CU17654,Perro,Boyero de Berna,6,Adulto,C027,57,9837.82,172.59333333333333,2020-01-08,2024-10-13,1740,172.59333333333333,2,87,13372.8,2020-01-08,2024-12-09,1797
P000770,CU10402,Perro,Akita,2,Joven,C002,32,4699.1,146.846875,2020-03-13,2024-12-29,1752,146.846875,1,32,4699.1,2020-03-13,2024-12-29,1752
P000771,CU05544,Perro,Dachshund,8,Adulto,C048,26,4586.2,176.3923076923077,2020-02-06,2024-11-16,1745,176.3923076923077,3,52,9212.01,2020-02-06,2024-12-28,1787
P000772,CU07207,Gato,Gato Doméstico de Pelo Corto,6,Adulto,C036,15,1060.2,70.68,2020-01-18,2024-09-09,1696,70.68,4,88,10542.41,2020-01-10,2024-12-10,1796
P000773,CU11672,Perro,Pastor Alemán,5,Adulto,C029,30,5669.5199999999995,188.98399999999998,2020-03-06,2024-08-24,1632,188.98399999999998,2,43,6562.799999999999,2020-03-06,2024-12-18,1748
P000774,CU08719,Gato,Birmano,5,Adulto,C020,11,1085.27,98.66090909090909,2020-07-15,2024-12-20,1619,98.66090909090909,4,122,16935.94,2020-02-02,2024-12-20,1783
P000775,CU02173,Perro,Boston Terrier,0,Joven,C012,56,9641.01,172.16089285714287,2020-01-23,2024-11-27,1770,172.16089285714287,3,100,19426.88,2020-01-23,2024-11-28,1771
P000776,CU06136,Gato,Oriental de Pelo Corto,8,Adulto,C036,16,1783.27,111.454375,2020-01-14,2024-12-01,1783,111.454375,3,55,7959.360000000001,2020-01-14,2024-12-16,1798
P000777,CU07190,Perro,Cocker Spaniel,7,Adulto,C020,26,5477.85,210.68653846153848,2020-02-03,2024-11-23,1755,210.68653846153848,1,26,5477.85,2020-02-03,2024-11-23,1755
P000778,CU07698,Perro,Basset Hound,3,Adulto,C032,22,2898.95,131.77045454545453,2020-03-28,2024-12-09,1717,131.77045454545453,2,38,4581.24,2020-03-28,2024-12-09,1717
P000779,CU08045,Perro,Caniche,8,Adulto,C014,37,6985.4,188.79459459459457,2020-01-16,2024-12-19,1799,188.79459459459457,2,67,10422.57,2020-01-16,2024-12-19,1799
P000780,CU02015,Perro,Doberman,9,Senior,C016,38,8405.61,221.20026315789474,2020-05-04,2024-11-30,1671,221.20026315789474,3,77,13181.35,2020-02-10,2024-12-09,1764
P000781,CU13649,Gato,Bosque de Noruega,4,Adulto,C005,47,6816.62,145.03446808510637,2020-01-08,2024-12-14,1802,145.03446808510637,3,100,12567.45,2020-01-08,2024-12-15,1803
P000782,CU10349,Gato,Sphynx,0,Joven,C040,29,2970.89,102.44448275862068,2020-01-31,2024-07-06,1618,102.44448275862068,2,52,6136.41,2020-01-31,2024-12-29,1794
P000783,CU02254,Perro,Labrador Retriever,1,Joven,C023,19,3749.1299999999997,197.32263157894735,2020-01-10,2024-11-26,1782,197.32263157894735,1,19,3749.1299999999997,2020-01-10,2024-11-26,1782
P000784,CU00936,Gato,Maine Coon,5,Adulto,C035,25,4235.59,169.4236,2020-07-17,2024-12-27,1624,169.4236,2,45,6253.64,2020-02-27,2024-12-27,1765
P000785,CU15561,Perro,Akita,9,Senior,C005,76,9586.98,126.14447368421052,2020-01-07,2024-12-28,1817,126.14447368421052,1,76,9586.98,2020-01-07,2024-12-28,1817
P000786,CU04604,Perro,Rottweiler,1,Joven,C001,26,3067.81,117.99269230769231,2020-01-16,2024-09-15,1704,117.99269230769231,1,26,3067.81,2020-01-16,2024-09-15,1704
P000787,CU14167,Perro,Beagle,4,Adulto,C029,32,4799.97,149.9990625,2020-05-12,2024-12-12,1675,149.9990625,1,32,4799.97,2020-05-12,2024-12-12,1675
P000788,CU14390,Gato,Persa,5,Adulto,C020,17,1752.6699999999998,103.09823529411764,2020-05-13,2024-10-30,1631,103.09823529411764,2,60,8212.119999999999,2020-01-06,2024-12-29,1819
P000789,CU17966,Perro,Boston Terrier,2,Joven,C029,25,3737.0,149.48,2020-02-29,2024-10-21,1696,149.48,2,44,7083.84,2020-01-31,2024-11-13,1748
P000790,CU07494,Perro,Cocker Spaniel,0,Joven,C033,45,6627.09,147.26866666666666,2020-01-16,2024-11-11,1761,147.26866666666666,2,88,12994.79,2020-01-16,2024-12-31,1811
P000791,CU14467,Gato,Ragdoll,10,Senior,C045,39,3371.72,86.45435897435897,2020-01-27,2024-12-01,1770,86.45435897435897,6,224,35100.95,2020-01-02,2024-12-29,1823
P000792,CU03145,Gato,Persa,7,Adulto,C019,35,4371.18,124.89085714285716,2020-05-13,2024-10-16,1617,124.89085714285716,2,108,11987.53,2020-01-10,2024-11-27,1783
P000793,CU07270,Perro,Gran Danés,3,Adulto,C045,30,3794.87,126.49566666666666,2020-01-25,2024-12-29,1800,126.49566666666666,5,145,23192.64,2020-01-25,2024-12-29,1800
P000794,CU10451,Perro,Rottweiler,0,Joven,C042,22,2614.72,118.85090909090908,2021-01-10,2024-10-01,1360,118.85090909090908,5,143,20815.65,2020-01-16,2024-12-22,1802
P000795,CU17242,Perro,Basset Hound,8,Adulto,C020,28,4924.02,175.85785714285717,2020-01-01,2024-11-23,1788,175.85785714285717,3,119,18710.82,2020-01-01,2024-12-15,1810
P000796,CU06579,Perro,Basset Hound,11,Senior,C014,49,10891.74,222.2804081632653,2020-01-17,2024-12-21,1800,222.2804081632653,1,49,10891.74,2020-01-17,2024-12-21,1800
P000797,CU10906,Perro,Gran Danés,4,Adulto,C006,35,6644.51,189.84314285714285,2020-01-03,2024-12-07,1800,189.84314285714285,2,77,11315.810000000001,2020-01-03,2024-12-07,1800
