date,day_of_week,dow,month,year,week_of_year,is_weekend,weekly_factor,seasonal_factor,trend,temperature,rain,holiday,promotion,local_event,tourism_season,festival_week,economic_slowdown,base_orders,total_orders
2017-08-29,Tuesday,1,8,2017,35,0,1.0,0.8309501885293873,1.0518657993837728,9.226141829158648,0,0,0,0,1,0,0,131.1072126458341,168
2017-08-30,Wednesday,2,8,2017,35,0,1.0,0.8291355660500346,1.0519513865114687,7.722814192567481,1,0,0,0,1,0,0,130.8315462468458,166
2017-08-31,Thursday,3,8,2017,35,0,1.0,0.8273715743900176,1.0520369736391646,6.032417972788049,1,0,0,0,1,0,0,130.56382307945177,124
2017-09-01,Friday,4,9,2017,35,0,1.0,0.8256587362581356,1.0521225607668607,15.77106974737433,0,1,0,0,0,0,0,130.30412758671596,115
2017-09-02,Saturday,5,9,2017,35,1,1.25,0.8239975592052928,1.0522081478945566,13.162974929326817,1,0,0,0,0,0,0,162.56567730769433,161
2017-09-03,Sunday,6,9,2017,35,1,1.25,0.8223885354741014,1.0522937350222525,10.952672760973705,0,0,0,0,0,0,0,162.26143193128544,181
2017-09-04,Monday,0,9,2017,36,0,1.0,0.8208321418530182,1.0523793221499487,11.881512971610373,0,0,0,0,0,0,0,129.57401595632547,129
2017-09-05,Tuesday,1,9,2017,36,0,1.0,0.8193288395350632,1.0524649092776446,7.589974834858029,0,0,0,0,0,0,0,129.3472279154742,133
2017-09-06,Wednesday,2,9,2017,36,0,1.0,0.8178790739811568,1.0525504964053407,18.231209637908314,1,0,0,1,0,0,0,129.12885379776102,148
2017-09-07,Thursday,3,9,2017,36,0,1.0,0.8164832747881213,1.0526360835330366,11.211827285331749,1,0,0,0,0,0,0,128.91896349647942,131
2017-09-08,Friday,4,9,2017,36,0,1.0,0.8151418555613813,1.0527216706607325,11.085277161883743,0,0,0,0,0,0,0,128.71762440181,143
2017-09-09,Saturday,5,9,2017,36,1,1.25,0.8138552137924041,1.0528072577884287,12.870060561316283,1,0,0,0,0,0,0,160.65612672554929,167
2017-09-10,Sunday,6,9,2017,36,1,1.25,0.8126237307409137,1.0528928449161246,12.074214232255825,0,0,0,0,0,0,0,160.42607094490413,169
2017-09-11,Monday,0,9,2017,37,0,1.0,0.8114477713219159,1.0529784320438207,11.244040638933189,1,0,0,0,0,0,0,128.16555028980056,103
2017-09-12,Tuesday,1,9,2017,37,0,1.0,0.8103276839975657,1.0530640191715166,8.144960833542347,1,0,1,0,0,0,0,127.99903916346346,179
2017-09-13,Wednesday,2,9,2017,37,0,1.0,0.8092638006739109,1.0531496062992125,11.877595105103532,0,0,0,0,0,0,0,127.84137796079004,103
2017-09-14,Thursday,3,9,2017,37,0,1.0,0.8082564366025407,1.0532351934269086,16.058895319552136,1,0,0,0,0,0,0,127.69261865154313,130
2017-09-15,Friday,4,9,2017,37,0,1.0,0.8073058902871703,1.0533207805546045,14.401554652823446,0,0,0,0,0,0,0,127.55281057554183,125
2017-09-16,Saturday,5,9,2017,37,1,1.25,0.8064124433951871,1.0534063676823007,15.10018204967755,0,0,0,0,0,0,0,159.27750053451243,158
2017-09-17,Sunday,6,9,2017,37,1,1.25,0.8055763606741877,1.0534919548099966,8.745171004415832,0,0,0,0,0,0,0,159.1252903041324,172
2017-09-18,Monday,0,9,2017,38,0,1.0,0.8047978898735264,1.0535775419376925,7.271080032900574,0,0,1,0,0,0,0,127.18754738543876,136
2017-09-19,Tuesday,1,9,2017,38,0,1.0,0.804077261670902,1.0536631290653886,9.826502323246155,1,0,0,1,0,0,0,127.08398453137379,146
2017-09-20,Wednesday,2,9,2017,38,0,1.0,0.8034146896040035,1.0537487161930845,10.337909217066262,0,0,0,0,0,0,0,126.98957966113264,110
2017-09-21,Thursday,3,9,2017,38,0,1.0,0.802810370007234,1.0538343033207807,13.423093055774544,0,0,0,0,0,0,0,126.90436604629073,144
2017-09-22,Friday,4,9,2017,38,0,1.0,0.802264481953532,1.0539198904484766,5.035830208532138,1,0,0,0,0,0,0,126.82837423967553,131
2017-09-23,Saturday,5,9,2017,38,1,1.25,0.8017771872013091,1.0540054775761725,14.677510318447295,1,0,0,0,0,0,0,158.45204008233674,168
2017-09-24,Sunday,6,9,2017,38,1,1.25,0.8013486301465171,1.0540910647038686,9.59340781158889,0,0,0,0,0,0,0,158.38020576564915,171
2017-09-25,Monday,0,9,2017,39,0,1.0,0.8009789377798605,1.0541766518315645,8.768303679150765,1,0,0,0,0,0,0,126.65599422245646,157
2017-09-26,Tuesday,1,9,2017,39,0,1.0,0.800668219649166,1.0542622389592604,6.997097856677796,0,0,0,0,0,0,0,126.6171404866282,154
2017-09-27,Wednesday,2,9,2017,39,0,1.0,0.8004165678269215,1.0543478260869565,5.05625837574877,1,0,0,1,0,0,0,126.58762023784466,157
2017-09-28,Thursday,3,9,2017,39,0,1.0,0.8002240568829933,1.0544334132146524,12.480714596035408,0,0,0,0,0,0,0,126.56744754534162,129
2017-09-29,Friday,4,9,2017,39,0,1.0,0.8000907438625285,1.0545190003423486,10.22449109469164,0,0,0,0,0,0,0,126.55663371016196,119
2017-09-30,Saturday,5,9,2017,39,1,1.25,0.8000166682690524,1.0546045874700445,6.13095071422946,0,0,0,0,0,0,0,158.19398407669564,169
2017-10-01,Sunday,6,10,2017,39,1,1.25,0.800001852052762,1.0546901745977404,6.1148562864472495,0,0,0,0,0,0,0,158.2038924412581,169
2017-10-02,Monday,0,10,2017,40,0,1.0,0.8000462996040218,1.0547757617254365,8.994960882330707,0,0,0,0,0,0,0,126.58041676206734,116
2017-10-03,Tuesday,1,10,2017,40,0,1.0,0.8001499977520633,1.0548613488531324,15.014564463471345,0,0,0,0,0,0,0,126.60709588703585,137
2017-10-04,Wednesday,2,10,2017,40,0,1.0,0.8003129157688871,1.0549469359808286,9.236871734353544,0,0,0,0,0,0,0,126.64314874744056,142
2017-10-05,Thursday,3,10,2017,40,0,1.0,0.8005350053783689,1.0550325231085245,5.517321409564126,1,0,0,0,0,0,0,126.6885699841555,110
2017-10-06,Friday,4,10,2017,40,0,1.0,0.8008162007705641,1.0551181102362204,9.303580846270377,0,0,0,0,0,0,0,126.7433514605381,130
2017-10-07,Saturday,5,10,2017,40,1,1.25,0.8011564186212096,1.0552036973639165,9.239650221817469,0,0,0,0,0,0,0,158.50935283048764,158
2017-10-08,Sunday,6,10,2017,40,1,1.25,0.8015555581164135,1.0552892844916124,1.987117976995961,0,0,0,0,0,0,0,158.6011858884272,159
2017-10-09,Monday,0,10,2017,41,0,1.0,0.8020135009825293,1.0553748716193085,9.937790449573033,0,0,0,0,0,0,0,126.96373434545836,113
2017-10-10,Tuesday,1,10,2017,41,0,1.0,0.8025301115212027,1.0554604587470044,9.433701985434102,1,0,0,1,0,0,0,127.05581994966799,125
2017-10-11,Wednesday,2,10,2017,41,0,1.0,0.8031052366495816,1.0555460458747004,12.243880926919331,1,0,0,0,0,0,0,127.1571835450097,116
2017-10-12,Thursday,3,10,2017,41,0,1.0,0.8037387059456781,1.0556316330023965,15.733803582119942,0,0,0,0,0,0,0,127.26780039970036,114
2017-10-13,Friday,4,10,2017,41,0,1.0,0.8044303316988686,1.0557172201300924,13.601211673586704,0,0,0,0,0,0,0,127.38764303541865,133
2017-10-14,Saturday,5,10,2017,41,1,1.25,0.8051799089655158,1.0558028072577885,9.452329376611303,1,0,0,0,0,0,0,159.3958515437554,165
2017-10-15,Sunday,6,10,2017,41,1,1.25,0.8059872156296986,1.0558883943854844,6.97978305525992,0,0,0,0,0,0,0,159.56860256371306,164
2017-10-16,Monday,0,10,2017,42,0,1.0,0.806852012469029,1.0559739815131803,18.06268003320103,1,0,0,0,0,0,0,127.80220981482643,107
2017-10-17,Tuesday,1,10,2017,42,0,1.0,0.8077740432255398,1.0560595686408765,10.566357463320458,0,0,0,0,0,0,0,127.95862614720905,111
2017-10-18,Wednesday,2,10,2017,42,0,1.0,0.8087530346816189,1.0561451557685724,10.47943960981978,1,0,0,0,0,0,0,128.1240899688186,119
2017-10-19,Thursday,3,10,2017,42,0,1.0,0.8097886967409693,1.0562307428962685,10.417059575718454,0,0,1,0,0,0,0,128.29855751215726,148
2017-10-20,Friday,4,10,2017,42,0,1.0,0.8108807225145714,1.0563163300239644,11.13829040803214,0,0,0,1,0,0,0,128.48198233406592,149
2017-10-21,Saturday,5,10,2017,42,1,1.25,0.812028788411621,1.0564019171516603,10.168358184809218,1,0,0,0,0,0,0,160.84289416132057,166
2017-10-22,Sunday,6,10,2017,42,1,1.25,0.813232554235415,1.0564875042793564,8.94064169113004,0,0,0,0,0,0,0,161.09438092929375,176
2017-10-23,Monday,0,10,2017,43,0,1.0,0.8144916632841607,1.0565730914070524,9.084006340486859,0,0,0,0,0,0,0,129.08549619021264,114
2017-10-24,Tuesday,1,10,2017,43,0,1.0,0.815805742456673,1.0566586785347483,10.692027312185658,0,0,0,0,0,0,0,129.3042326647991,115
2017-10-25,Wednesday,2,10,2017,43,0,1.0,0.8171744023629333,1.0567442656624444,9.22844580474537,0,0,0,0,0,0,0,129.5316545614747,132
2017-10-26,Thursday,3,10,2017,43,0,1.0,0.8185972374394728,1.0568298527901403,8.791324523942146,0,0,0,0,0,0,0,129.76769969063602,129
2017-10-27,Friday,4,10,2017,43,0,1.0,0.8200738260695513,1.0569154399178364,11.322981986553257,0,0,0,0,0,0,0,130.01230329681044,141
2017-10-28,Saturday,5,10,2017,43,1,1.25,0.8216037307080902,1.0570010270455323,10.315254883141947,0,0,0,0,0,0,0,162.83174759679233,163
2017-10-29,Sunday,6,10,2017,43,1,1.25,0.8231864980113273,1.0570866141732282,15.671303866314428,0,0,0,0,0,0,0,163.1586427529833,189
2017-10-30,Monday,0,10,2017,44,0,1.0,0.8248216589711513,1.0571722013009244,3.288173523378531,1,0,0,0,0,0,0,130.79677933428187,107
2017-10-31,Tuesday,1,10,2017,44,0,1.0,0.8265087290540806,1.0572577884286203,14.599957008471414,0,0,0,0,0,0,0,131.07491864950003,144
2017-11-01,Wednesday,2,11,2017,44,0,1.0,0.8282472083448393,1.0573433755563164,15.150615994734856,0,0,0,0,0,0,0,131.36125485996422,134
2017-11-02,Thursday,3,11,2017,44,0,1.0,0.8300365816944945,1.0574289626840123,5.281658387500274,0,0,0,0,0,0,0,131.65570823564892,111
2017-11-03,Friday,4,11,2017,44,0,1.0,0.8318763188731043,1.0575145498117082,10.565753161414172,0,0,1,0,0,0,0,131.9581966278168,121
2017-11-04,Saturday,5,11,2017,44,1,1.25,0.8337658747268384,1.0576001369394044,10.573971138354548,0,0,0,0,0,0,0,165.33579436621997,148
2017-11-05,Sunday,6,11,2017,44,1,1.25,0.835704689339517,1.0576857240671003,7.562699382822391,0,0,0,0,0,0,0,165.73367239693843,184
2017-11-06,Monday,0,11,2017,45,0,1.0,0.8376921881985278,1.0577713111947964,9.551159347153764,0,0,0,1,0,0,0,132.91301464325923,176
2017-11-07,Tuesday,1,11,2017,45,0,1.0,0.8397277823650646,1.0578568983224923,8.654661581855745,0,0,1,0,0,0,0,133.24677409318983,151
2017-11-08,Wednesday,2,11,2017,45,0,1.0,0.8418108686486445,1.0579424854501882,17.347354762703095,0,0,0,0,0,0,0,133.58812239856934,128
2017-11-09,Thursday,3,11,2017,45,0,1.0,0.8439408297858448,1.0580280725778843,15.004076668734623,0,0,0,0,0,0,0,133.93696342621467,121
2017-11-10,Friday,4,11,2017,45,0,1.0,0.8461170346232123,1.0581136597055802,16.120517016143097,0,1,0,0,0,0,0,134.29319880666006,145
2017-11-11,Saturday,5,11,2017,45,1,1.25,0.8483388383042875,1.0581992468332764,14.581958107344079,0,0,0,1,0,0,0,168.32090995369006,195
2017-11-12,Sunday,6,11,2017,45,1,1.25,0.850605582460689,1.0582848339609723,9.143123809382761,0,0,0,0,0,0,0,168.78431017512867,194
2017-11-13,Monday,0,11,2017,46,0,1.0,0.8529165954072029,1.0583704210886682,11.07226897152082,0,0,0,0,0,0,0,135.4052544351952,117
2017-11-14,Tuesday,1,11,2017,46,0,1.0,0.8552711923408175,1.0584560082163643,14.23168330072463,1,0,0,0,0,0,0,135.79003982812682,142
2017-11-15,Wednesday,2,11,2017,46,0,1.0,0.857668675543645,1.0585415953440602,9.217050350506414,0,0,1,0,0,0,0,136.18169521298958,183
2017-11-16,Thursday,3,11,2017,46,0,1.0,0.8601083345896705,1.0586271824717564,15.144412020000692,0,0,0,0,0,0,0,136.58010943007065,148
2017-11-17,Friday,4,11,2017,46,0,1.0,0.8625894465552665,1.0587127695994523,12.40849613328892,0,0,0,0,0,0,0,136.98516929846772,120
2017-11-18,Saturday,5,11,2017,46,1,1.25,0.8651112762334109,1.0587983567271482,12.131101389021751,0,0,0,0,0,0,0,171.7459495616365,149
2017-11-19,Sunday,6,11,2017,46,1,1.25,0.8676730763515442,1.0588839438548443,15.516533722187685,0,0,0,0,0,0,0,172.26845419946036,176
2017-11-20,Monday,0,11,2017,47,0,1.0,0.8702740877930036,1.0589695309825402,14.846494324108303,0,0,0,0,0,0,0,138.23906138646225,140
2017-11-21,Tuesday,1,11,2017,47,0,1.0,0.8729135398219645,1.0590551181102361,12.562778493640984,1,0,0,0,0,0,0,138.66953280242623,157
2017-11-22,Wednesday,2,11,2017,47,0,1.0,0.8755906503118264,1.0591407052379322,17.257521925684063,0,0,0,0,0,0,0,139.10605483065115,147
2017-11-23,Thursday,3,11,2017,47,0,1.0,0.8783046259769747,1.0592262923656282,10.672041316049045,1,0,0,0,0,0,0,139.5485028811756,132
2017-11-24,Friday,4,11,2017,47,0,1.0,0.8810546626078471,1.0593118794933243,15.900539951225152,0,0,0,0,0,0,0,139.9967505875213,132
2017-11-25,Saturday,5,11,2017,47,1,1.25,0.8838399453092397,1.0593974666210202,15.971301039367138,0,0,0,0,0,0,0,175.56333730482555,156
2017-11-26,Sunday,6,11,2017,47,1,1.25,0.8866596487417763,1.059483053748716,13.404343119146846,0,0,0,0,0,1,0,176.13766355338146,204
2017-11-27,Monday,0,11,2017,48,0,1.0,0.889512937366476,1.0595686408764122,15.45404593505015,0,0,0,0,0,1,0,141.37500211310734,142
2017-11-28,Tuesday,1,11,2017,48,0,1.0,0.8923989656923401,1.0596542280041081,10.866607555461098,0,0,0,0,0,1,0,141.8451505593572,177
2017-11-29,Wednesday,2,11,2017,48,0,1.0,0.8953168785268899,1.0597398151318043,17.5379249839652,0,0,0,0,0,1,0,142.32044150017055,173
2017-11-30,Thursday,3,11,2017,48,0,1.0,0.8982658112295792,1.0598254022595002,14.35858415214999,0,1,0,0,0,1,0,142.80073870835176,189
2017-12-01,Friday,4,12,2017,48,0,1.0,0.9012448899680046,1.059910989387196,13.494075436843108,1,0,0,0,0,1,0,143.28590445092135,145
2017-12-02,Saturday,5,12,2017,48,1,1.25,0.9042532319768424,1.0599965765148922,18.359689276352785,1,0,0,0,0,1,0,179.71974941212116,204
2017-12-03,Sunday,6,12,2017,48,1,1.25,0.9072899458194298,1.0600821636425881,13.251466219343211,0,0,0,0,0,0,0,180.3378541528927,174
2017-12-04,Monday,0,12,2017,49,0,1.0,0.9103541316519179,1.0601677507702842,11.292322693505215,0,0,0,0,0,0,0,144.76921382367735,146
2017-12-05,Tuesday,1,12,2017,49,0,1.0,0.9134448814899137,1.0602533378979802,11.002356553923972,0,0,0,0,0,0,0,145.2724476878259,153
2017-12-06,Wednesday,2,12,2017,49,0,1.0,0.9165612794775366,1.060338925025676,17.64609382791375,0,0,0,0,0,0,0,145.77984027020543,138
2017-12-07,Thursday,3,12,2017,49,0,1.0,0.9197024021588053,1.0604245121533722,12.143832050451413,0,0,0,0,0,0,0,146.29124567033034,139
2017-12-08,Friday,4,12,2017,49,0,1.0,0.9228673187512785,1.060510099281068,21.407748483517018,0,0,1,0,0,0,0,146.80651677482572,179
2017-12-09,Saturday,5,12,2017,49,1,1.25,0.9260550914218654,1.0605956864087642,10.056966347442101,0,0,0,0,0,0,0,184.15688162604454,167
2017-12-10,Sunday,6,12,2017,49,1,1.25,0.9292647755647255,1.0606812735364601,21.552607883106393,0,0,0,0,0,0,0,184.8100772997311,174
2017-12-11,Monday,0,12,2017,50,0,1.0,0.9324954200811773,1.060766860664156,17.25782340566672,1,0,1,0,0,0,0,148.37403590148207,171
2017-12-12,Tuesday,1,12,2017,50,0,1.0,0.935746067661527,1.0608524477918522,16.497164047465173,0,0,0,0,0,0,0,148.90327595854967,162
2017-12-13,Wednesday,2,12,2017,50,0,1.0,0.9390157550687421,1.060938034919548,15.316030493010256,1,0,0,0,0,0,0,149.43562949116904,135
2017-12-14,Thursday,3,12,2017,50,0,1.0,0.9423035134238781,1.061023622047244,18.312584014250113,0,0,0,0,0,0,0,149.97094303212705,177
2017-12-15,Friday,4,12,2017,50,0,1.0,0.945608368493179,1.0611092091749401,17.167514317384402,0,0,0,0,0,1,0,150.50906221215038,153
2017-12-16,Saturday,5,12,2017,50,1,1.25,0.9489293409767624,1.061194796302636,20.756372694887684,0,0,0,0,0,1,0,188.81228975689314,240
2017-12-17,Sunday,6,12,2017,50,1,1.25,0.95226544679881,1.0612803834303322,17.95595528592662,0,0,1,0,0,1,0,189.4913697198933,269
2017-12-18,Monday,0,12,2017,51,0,1.0,0.9556156973991666,1.061365970558028,18.231690154343966,0,0,0,0,0,1,0,152.138697322583,154
2017-12-19,Tuesday,1,12,2017,51,0,1.0,0.9589791000262762,1.061451557685724,16.858118364672237,0,0,0,0,0,1,0,152.68647892664168,151
2017-12-20,Wednesday,2,12,2017,51,0,1.0,0.9623546580313512,1.06153714481342,17.946896030404357,0,0,0,0,0,1,0,153.2362823976744,187
2017-12-21,Thursday,3,12,2017,51,0,1.0,0.9657413711637044,1.061622731941116,19.2104738648614,0,0,0,0,0,1,0,153.78794892050567,171
2017-12-22,Friday,4,12,2017,51,0,1.0,0.9691382358671438,1.0617083190688121,13.326406615387313,0,0,0,0,0,0,0,154.34131910217286,139
2017-12-23,Saturday,5,12,2017,51,1,1.25,0.972544245577347,1.061793906196508,14.582656012550208,0,0,0,0,0,0,0,193.6202912738451,221
2017-12-24,Sunday,6,12,2017,51,1,1.25,0.9759583910201295,1.061879493324204,21.02771183307462,0,0,0,0,0,0,0,194.3156628303676,176
2017-12-25,Monday,0,12,2017,52,0,1.0,0.979379660510513,1.0619650804519,19.48157933990947,0,0,0,0,0,0,0,156.01004999505022,145
2017-12-26,Tuesday,1,12,2017,52,0,1.0,0.9828070402525106,1.062050667579596,18.5884020035675,0,0,1,0,0,0,0,156.56863098031587,171
2017-12-27,Wednesday,2,12,2017,52,0,1.0,0.9862395146395359,1.0621362547072921,19.367277531172974,0,0,0,0,0,0,0,157.12811164853613,115
2017-12-28,Thursday,3,12,2017,52,0,1.0,0.9896760665553491,1.062221841834988,20.52654844385247,1,0,0,0,0,0,0,157.68833013546438,159
2017-12-29,Friday,4,12,2017,52,0,1.0,0.9931156776754508,1.062307428962684,18.036504842844458,0,0,0,1,0,0,0,158.24912433209124,176
2017-12-30,Saturday,5,12,2017,52,1,1.25,0.996557328768833,1.06239301609038,17.49295226223471,1,0,0,1,0,0,0,198.51291491581745,250
2017-12-31,Sunday,6,12,2017,52,1,1.25,1.0000000000000002,1.062478603218076,20.58753576529305,0,0,0,0,0,0,0,199.21473810338927,213
2018-01-01,Monday,0,1,2018,1,0,1.0,1.003442671231167,1.062564190345772,17.23701522871325,0,0,0,0,0,0,0,159.93333742727157,163
2018-01-02,Tuesday,1,1,2018,1,0,1.0,1.0068843223245492,1.062649777473468,21.568974383370872,0,0,0,0,0,0,0,160.4948101589559,164
2018-01-03,Wednesday,2,1,2018,1,0,1.0,1.0103239334446508,1.062735364601164,15.408445859519018,0,0,0,0,0,0,0,161.05604606618743,164
2018-01-04,Thursday,3,1,2018,1,0,1.0,1.013760485360464,1.06282095172886,23.77549118000013,0,0,1,0,0,0,0,161.61688258138793,175
2018-01-05,Friday,4,1,2018,1,0,1.0,1.0171929597474894,1.062906538856556,22.277440434613595,1,0,0,0,0,0,0,162.17715722916898,153
2018-01-06,Saturday,5,1,2018,1,1,1.25,1.020620339489487,1.0629921259842519,21.799106177415975,0,0,1,1,0,0,0,203.420884593131,301
2018-01-07,Sunday,6,1,2018,1,1,1.25,1.0240416089798705,1.063077713111948,24.15015340083007,0,0,0,0,0,0,0,204.11921471358758,215
2018-01-08,Monday,0,1,2018,2,0,1.0,1.027455754422653,1.063163300239644,26.369211054520378,0,0,0,0,0,0,0,163.85298760833012,167
2018-01-09,Tuesday,1,1,2018,2,0,1.0,1.0308617641328561,1.06324888736734,24.586198401697203,1,0,0,0,0,0,0,164.4093935615689,173
2018-01-10,Wednesday,2,1,2018,2,0,1.0,1.0342586288362956,1.063334474495036,16.190308747819838,0,1,0,0,0,0,0,164.96442833783982,181
2018-01-11,Thursday,3,1,2018,2,0,1.0,1.0376453419686489,1.0634200616227318,18.04353619822534,0,0,0,0,0,0,0,165.5179310248262,168
2018-01-12,Friday,4,1,2018,2,0,1.0,1.0410208999737238,1.063505648750428,20.176589265599155,0,0,0,0,0,0,0,166.06974113839644,175
2018-01-13,Saturday,5,1,2018,2,1,1.25,1.044384302600833,1.0635912358781239,22.297488280674155,1,0,0,0,0,0,0,208.27462333779985,177
2018-01-14,Sunday,6,1,2018,2,1,1.25,1.04773455320119,1.06367682300582,23.939704721466867,1,0,1,0,0,0,0,208.959555169212,254
2018-01-15,Monday,0,1,2018,3,0,1.0,1.0510706590232375,1.063762410133516,20.376301511701474,0,0,0,0,0,0,0,167.7134186194773,180
2018-01-16,Tuesday,1,1,2018,3,0,1.0,1.0543916315068211,1.0638479972612118,23.279881868772293,1,0,0,0,0,0,0,168.256863826127,157
2018-01-17,Wednesday,2,1,2018,3,0,1.0,1.0576964865761218,1.063933584388908,20.61867553174612,1,0,0,0,0,0,0,168.7978221237732,187
2018-01-18,Thursday,3,1,2018,3,0,1.0,1.0609842449312579,1.0640191715166039,21.214658837587045,0,0,0,0,0,0,0,169.33613659258899,136
2018-01-19,Friday,4,1,2018,3,0,1.0,1.064253932338473,1.0641047586443,18.992713326378976,0,0,0,0,0,0,0,169.8716510710917,175
2018-01-20,Saturday,5,1,2018,3,1,1.25,1.0675045799188227,1.064190345771996,20.60552925760842,0,0,0,0,0,0,0,213.0052627531877,214
2018-01-21,Sunday,6,1,2018,3,1,1.25,1.0707352244352744,1.0642759328996918,19.481707404914715,1,0,0,0,0,0,0,213.66707435145233,209
2018-01-22,Monday,0,1,2018,4,0,1.0,1.0739449085781345,1.064361520027388,20.76962566997473,0,0,0,0,0,0,0,171.4598452979846,172
2018-01-23,Tuesday,1,1,2018,4,0,1.0,1.0771326812487214,1.0644471071550838,27.01755945225959,1,0,0,0,0,0,0,171.98261498661006,181
2018-01-24,Wednesday,2,1,2018,4,0,1.0,1.0802975978411946,1.06453269428278,21.1666832255639,0,0,0,0,0,0,0,172.5018168685653,145
2018-01-25,Thursday,3,1,2018,4,0,1.0,1.0834387205224634,1.0646182814104759,32.069082220635345,1,0,0,0,0,0,0,173.01730029842847,188
2018-01-26,Friday,4,1,2018,4,0,1.0,1.0865551185100863,1.0647038685381718,25.80770962814698,0,0,0,0,0,0,0,173.52891570864608,167
2018-01-27,Saturday,5,1,2018,4,1,1.25,1.089645868348082,1.064789455665868,25.03680178848873,0,0,1,0,0,0,0,217.5456433175468,265
2018-01-28,Sunday,6,1,2018,4,1,1.25,1.09271005418057,1.0648750427935638,22.06042936848487,1,0,0,0,0,0,0,218.17493731996726,228
2018-01-29,Monday,0,1,2018,5,0,1.0,1.0957467680231576,1.0649606299212597,26.888268039384858,1,0,0,0,0,0,0,175.03907524621897,169
2018-01-30,Tuesday,1,1,2018,5,0,1.0,1.0987551100319954,1.0650462170489559,23.210842022886453,1,0,0,0,0,0,0,175.5337460104179,174
2018-01-31,Wednesday,2,1,2018,5,0,1.0,1.1017341887704208,1.0651318041766518,25.45273888245713,0,0,0,1,0,0,0,176.02381863122073,211
2018-02-01,Thursday,3,2,2018,5,0,1.0,1.10468312147311,1.065217391304348,32.91440968846189,0,0,1,0,0,0,0,176.50915093102958,227
2018-02-02,Friday,4,2,2018,5,0,1.0,1.1076010343076599,1.0653029784320438,25.09187201620905,0,0,0,0,0,0,0,176.98960211435434,160
2018-02-03,Saturday,5,2,2018,5,1,1.25,1.110487062633524,1.0653885655597397,28.972173110533223,0,0,0,0,0,0,0,221.83129101220857,215
2018-02-04,Sunday,6,2,2018,5,1,1.25,1.1133403512582236,1.0654741526874358,23.557488287533516,0,0,1,0,0,0,0,222.41913138929775,232
2018-02-05,Monday,0,2,2018,6,0,1.0,1.1161600546907602,1.0655597398151317,25.703037263047122,0,1,0,0,0,0,0,178.40028262024944,198
2018-02-06,Tuesday,1,2,2018,6,0,1.0,1.1189453373921527,1.0656453269428279,31.259668776514165,0,0,0,0,0,0,0,178.85983048446204,170
2018-02-07,Wednesday,2,2,2018,6,0,1.0,1.1216953740230253,1.0657309140705238,24.20386752778796,1,0,1,0,0,0,0,179.31381543993552,199
2018-02-08,Thursday,3,2,2018,6,0,1.0,1.1244093496881735,1.0658165011982197,31.657813158399463,0,0,0,0,0,0,0,179.7621058498822,202
2018-02-09,Friday,4,2,2018,6,0,1.0,1.1270864601780355,1.0659020883259158,28.4775788152682,0,0,1,0,0,0,0,180.20457174414483,195
2018-02-10,Saturday,5,2,2018,6,1,1.25,1.1297259122069963,1.0659876754536117,24.79889528266701,0,1,0,0,0,0,0,225.80135607248383,246
2018-02-11,Sunday,6,2,2018,6,1,1.25,1.1323269236484557,1.0660732625813079,28.513569399589343,0,0,1,0,0,0,0,226.33939833798087,253
2018-02-12,Monday,0,2,2018,7,0,1.0,1.134888723766589,1.0661588497090038,29.662099537209645,0,0,0,0,0,0,0,181.4957484418059,176
2018-02-13,Tuesday,1,2,2018,7,0,1.0,1.1374105534447334,1.0662444368366997,28.73595755888826,1,0,1,0,0,0,0,181.9136512514698,251
2018-02-14,Wednesday,2,2,2018,7,0,1.0,1.1398916654103295,1.0663300239643958,22.2839091108451,1,0,0,0,0,0,0,182.32510603407175,156
2018-02-15,Thursday,3,2,2018,7,0,1.0,1.1423313244563549,1.0664156110920917,24.93515469534314,1,0,0,0,0,0,0,182.72999361596433,192
2018-02-16,Friday,4,2,2018,7,0,1.0,1.1447288076591824,1.0665011982197878,26.49388447630461,1,0,0,0,0,0,0,183.12819675078407,220
2018-02-17,Saturday,5,2,2018,7,1,1.25,1.1470834045927971,1.0665867853474837,27.130869942339718,0,0,0,1,0,0,0,229.39950019313972,291
2018-02-18,Sunday,6,2,2018,7,1,1.25,1.1493944175393112,1.0666723724751797,29.331737169617586,0,0,0,1,0,0,0,229.88011317494704,277
2018-02-19,Monday,0,2,2018,8,0,1.0,1.1516611616957126,1.0667579596028758,28.11616108758539,0,0,0,0,0,0,0,184.28155665065938,167
2018-02-20,Tuesday,1,2,2018,8,0,1.0,1.1538829653767877,1.0668435467305717,23.688115192709073,0,0,0,0,0,0,0,184.65188929418423,204
2018-02-21,Wednesday,2,2,2018,8,0,1.0,1.1560591702141552,1.0669291338582676,28.943552063725644,0,0,0,0,0,0,0,185.0149813748244,199
2018-02-22,Thursday,3,2,2018,8,0,1.0,1.1581891313513555,1.0670147209859637,29.741213803419242,0,0,0,0,0,0,0,185.37072792567636,162
2018-02-23,Friday,4,2,2018,8,0,1.0,1.1602722176349354,1.0671003081136596,29.692982225539883,0,0,1,0,0,0,0,185.7190261400938,209
2018-02-24,Saturday,5,2,2018,8,1,1.25,1.1623078118014722,1.0671858952413558,31.357732766737474,0,0,0,0,0,0,0,232.57471925313288,214
2018-02-25,Sunday,6,2,2018,8,1,1.25,1.1642953106604828,1.0672714823690517,30.716531996670852,0,0,0,0,0,0,0,232.99109664824044,190
